concept_id,priority,pool_tier,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow experiment,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow demonstration,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow slow motion,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow video,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,下击暴流出流扩散 Downburst / Microburst Outflow,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0191,A,main_pool,Supercell Mesocyclone Rotation,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Supercell Mesocyclone Rotation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=超级单体中气旋旋转; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0191,A,main_pool,Supercell Mesocyclone Rotation experiment,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Supercell Mesocyclone Rotation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=超级单体中气旋旋转; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0191,A,main_pool,Supercell Mesocyclone Rotation demonstration,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Supercell Mesocyclone Rotation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=超级单体中气旋旋转; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0191,A,main_pool,Supercell Mesocyclone Rotation slow motion,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Supercell Mesocyclone Rotation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=超级单体中气旋旋转; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0191,A,main_pool,Supercell Mesocyclone Rotation video,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Supercell Mesocyclone Rotation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=超级单体中气旋旋转; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0191,A,main_pool,超级单体中气旋旋转 Supercell Mesocyclone Rotation,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Supercell Mesocyclone Rotation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=超级单体中气旋旋转; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0192,A,main_pool,Tornadogenesis,earth_environmental_systems,Tornadogenesis,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Tornadogenesis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=龙卷生成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0192,A,main_pool,Tornadogenesis experiment,earth_environmental_systems,Tornadogenesis,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Tornadogenesis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=龙卷生成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0192,A,main_pool,Tornadogenesis demonstration,earth_environmental_systems,Tornadogenesis,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Tornadogenesis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=龙卷生成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0192,A,main_pool,Tornadogenesis slow motion,earth_environmental_systems,Tornadogenesis,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Tornadogenesis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=龙卷生成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0192,A,main_pool,Tornadogenesis video,earth_environmental_systems,Tornadogenesis,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Tornadogenesis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=龙卷生成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0192,A,main_pool,龙卷生成 Tornadogenesis,earth_environmental_systems,Tornadogenesis,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Tornadogenesis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=龙卷生成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0196,A,main_pool,Meander Neck Cutoff,earth_environmental_systems,Meander Neck Cutoff,earth_environmental_systems,earth_family_02,"Candidate must show the temporal sequence that instantiates Meander Neck Cutoff, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=曲流河裁弯取直; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0196,A,main_pool,Meander Neck Cutoff experiment,earth_environmental_systems,Meander Neck Cutoff,earth_environmental_systems,earth_family_02,"Candidate must show the temporal sequence that instantiates Meander Neck Cutoff, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=曲流河裁弯取直; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0196,A,main_pool,Meander Neck Cutoff demonstration,earth_environmental_systems,Meander Neck Cutoff,earth_environmental_systems,earth_family_02,"Candidate must show the temporal sequence that instantiates Meander Neck Cutoff, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=曲流河裁弯取直; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0196,A,main_pool,Meander Neck Cutoff slow motion,earth_environmental_systems,Meander Neck Cutoff,earth_environmental_systems,earth_family_02,"Candidate must show the temporal sequence that instantiates Meander Neck Cutoff, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=曲流河裁弯取直; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0196,A,main_pool,Meander Neck Cutoff video,earth_environmental_systems,Meander Neck Cutoff,earth_environmental_systems,earth_family_02,"Candidate must show the temporal sequence that instantiates Meander Neck Cutoff, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=曲流河裁弯取直; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0196,A,main_pool,曲流河裁弯取直 Meander Neck Cutoff,earth_environmental_systems,Meander Neck Cutoff,earth_environmental_systems,earth_family_02,"Candidate must show the temporal sequence that instantiates Meander Neck Cutoff, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=曲流河裁弯取直; concept_type=自然动态机制; priority=A; pool_tier=main_pool
