concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed
vdcr_concept_0072,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,化学交通灯反应,Chemical Traffic Light Reaction,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Chemical Traffic Light Reaction"", ""化学交通灯反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Chemical Traffic Light Reaction
vdcr_concept_0073,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,别洛乌索夫-扎鲍廷斯基振荡反应,Belousov-Zhabotinsky Reaction,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Belousov-Zhabotinsky Reaction"", ""别洛乌索夫-扎鲍廷斯基振荡反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Belousov-Zhabotinsky Reaction
vdcr_concept_0074,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,布里格斯-劳舍尔振荡反应,Briggs-Rauscher Reaction,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Briggs-Rauscher Reaction"", ""布里格斯-劳舍尔振荡反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Briggs-Rauscher Reaction
vdcr_concept_0075,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,本尼迪克特阳性还原反应,Benedict Positive Reducing-Sugar Reaction,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Benedict Positive Reducing-Sugar Reaction"", ""本尼迪克特阳性还原反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Benedict Positive Reducing-Sugar Reaction
vdcr_concept_0076,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,化学花园生长,Chemical Garden Growth,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Chemical Garden Growth"", ""化学花园生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Chemical Garden Growth
vdcr_concept_0077,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,沉淀前沿推进,Precipitation Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Precipitation Front Propagation"", ""沉淀前沿推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Precipitation Front Propagation
vdcr_concept_0078,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,利塞冈环形成,Liesegang Ring Formation,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Liesegang Ring Formation"", ""利塞冈环形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Liesegang Ring Formation
vdcr_concept_0079,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,反应-扩散波,Reaction-Diffusion Wave,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Reaction-Diffusion Wave"", ""反应-扩散波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Reaction-Diffusion Wave
vdcr_concept_0080,chemistry_materials_change,物质变化机制,materials_family_05,界面输运与沉积,表面活性剂驱动液滴运动,Surfactant-Driven Droplet Motion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Surfactant-Driven Droplet Motion"", ""表面活性剂驱动液滴运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Surfactant-Driven Droplet Motion
vdcr_concept_0081,chemistry_materials_change,物质变化机制,materials_family_05,界面输运与沉积,咖啡环形成,Coffee-Ring Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Coffee-Ring Formation"", ""咖啡环形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Coffee-Ring Formation
vdcr_concept_0082,chemistry_materials_change,物质变化机制,materials_family_05,界面输运与沉积,蒸发诱导沉积前沿,Evaporation-Induced Deposition Front,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Evaporation-Induced Deposition Front"", ""蒸发诱导沉积前沿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Evaporation-Induced Deposition Front
vdcr_concept_0083,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,旋节线分解,Spinodal Decomposition,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Spinodal Decomposition"", ""旋节线分解""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spinodal Decomposition
vdcr_concept_0084,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,奥斯特瓦尔德熟化,Ostwald Ripening,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Ostwald Ripening"", ""奥斯特瓦尔德熟化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ostwald Ripening
vdcr_concept_0085,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,液滴聚并粗化,Coalescence-Driven Coarsening,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Coalescence-Driven Coarsening"", ""液滴聚并粗化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Coalescence-Driven Coarsening
vdcr_concept_0086,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,液膜退润湿,Thin-Film Dewetting,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Thin-Film Dewetting"", ""液膜退润湿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Thin-Film Dewetting
vdcr_concept_0087,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,成核与生长相分离,Nucleation-and-Growth Phase Separation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Nucleation-and-Growth Phase Separation"", ""成核与生长相分离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Nucleation-and-Growth Phase Separation
vdcr_concept_0088,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,相界面迁移,Phase Boundary Migration,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Phase Boundary Migration"", ""相界面迁移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Phase Boundary Migration
vdcr_concept_0089,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰前沿传播,Flame Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Flame Front Propagation"", ""火焰前沿传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Flame Front Propagation
vdcr_concept_0090,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,扩散火焰,Diffusion Flame,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Diffusion Flame"", ""扩散火焰""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Diffusion Flame
vdcr_concept_0091,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,预混火焰传播,Premixed Flame Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Premixed Flame Propagation"", ""预混火焰传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Premixed Flame Propagation
vdcr_concept_0092,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰胞状不稳定性,Cellular Flame Instability,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Cellular Flame Instability"", ""火焰胞状不稳定性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cellular Flame Instability
vdcr_concept_0093,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰闪回,Flame Flashback,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Flame Flashback"", ""火焰闪回""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Flame Flashback
vdcr_concept_0094,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰吹熄,Flame Blowoff,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Flame Blowoff"", ""火焰吹熄""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Flame Blowoff
vdcr_concept_0095,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,振荡火焰,Oscillating Flame,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Oscillating Flame"", ""振荡火焰""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Oscillating Flame
vdcr_concept_0096,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,电沉积枝晶生长,Electrodeposition Dendrite Growth,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Electrodeposition Dendrite Growth"", ""电沉积枝晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Electrodeposition Dendrite Growth
vdcr_concept_0097,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,金属置换枝晶生长,Metal Displacement Dendrite Growth,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Metal Displacement Dendrite Growth"", ""金属置换枝晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Metal Displacement Dendrite Growth
vdcr_concept_0098,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,电解气泡成核与脱离,Electrolysis Bubble Nucleation and Detachment,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Electrolysis Bubble Nucleation and Detachment"", ""电解气泡成核与脱离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Electrolysis Bubble Nucleation and Detachment
vdcr_concept_0099,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,腐蚀坑扩展,Corrosion Pit Growth,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Corrosion Pit Growth"", ""腐蚀坑扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Corrosion Pit Growth
vdcr_concept_0100,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,阳极氧化膜生长,Anodic Oxide Film Growth,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Anodic Oxide Film Growth"", ""阳极氧化膜生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Anodic Oxide Film Growth
vdcr_concept_0101,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,锂枝晶生长,Lithium Dendrite Growth,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Lithium Dendrite Growth"", ""锂枝晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Lithium Dendrite Growth
vdcr_concept_0102,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,凝胶化前沿推进,Gelation Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gelation Front Propagation"", ""凝胶化前沿推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gelation Front Propagation
vdcr_concept_0103,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,聚合收缩前沿,Polymerization Shrinkage Front,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Polymerization Shrinkage Front"", ""聚合收缩前沿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Polymerization Shrinkage Front
vdcr_concept_0104,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,凝胶溶胀,Gel Swelling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gel Swelling"", ""凝胶溶胀""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gel Swelling
vdcr_concept_0105,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,凝胶去溶胀塌缩,Gel Deswelling Collapse,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Gel Deswelling Collapse"", ""凝胶去溶胀塌缩""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gel Deswelling Collapse
vdcr_concept_0106,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,液晶相畴演化,Liquid Crystal Domain Evolution,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Liquid Crystal Domain Evolution"", ""液晶相畴演化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Liquid Crystal Domain Evolution
vdcr_concept_0107,chemistry_materials_change,物质变化机制,materials_family_09,凝胶、聚合物与软物质,液晶缺陷湮灭,Liquid Crystal Defect Annihilation,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Liquid Crystal Defect Annihilation"", ""液晶缺陷湮灭""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Liquid Crystal Defect Annihilation
vdcr_concept_0108,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,C 型快速逃逸反应,C-Start Escape Response,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""C-Start Escape Response"", ""C 型快速逃逸反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,C-Start Escape Response
vdcr_concept_0109,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,水母伞体收缩喷射推进,Medusan Bell-Contraction Jet Propulsion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Medusan Bell-Contraction Jet Propulsion"", ""水母伞体收缩喷射推进"", ""Bell-Contraction Jet Propulsion"", ""Jet Propulsion Swimming""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Medusan Bell-Contraction Jet Propulsion
vdcr_concept_0110,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,鳗鲡式波状推进,Anguilliform Undulation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Anguilliform Undulation"", ""鳗鲡式波状推进"", ""Anguilliform Locomotion"", ""Undulatory Locomotion""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Anguilliform Undulation
vdcr_concept_0111,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,节律相位波推进,Metachronal Wave Locomotion,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Metachronal Wave Locomotion"", ""节律相位波推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Metachronal Wave Locomotion
vdcr_concept_0112,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,泡泡网捕食,Bubble-Net Feeding,生态行为策略,ecological_behavior_strategy,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Bubble-Net Feeding"", ""泡泡网捕食""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bubble-Net Feeding
vdcr_concept_0113,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,泥环捕食,Mud-Ring Feeding,生态行为策略,ecological_behavior_strategy,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Mud-Ring Feeding"", ""泥环捕食""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Mud-Ring Feeding
vdcr_concept_0114,biology_living_systems,生命过程机制,biology_family_01,动物运动机制与生态策略,鸟群群舞,Murmuration,生态行为策略,ecological_behavior_strategy,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Murmuration"", ""鸟群群舞""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Murmuration
vdcr_concept_0115,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,阿克塞尔跳,Axel Jump,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Axel Jump"", ""阿克塞尔跳""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Axel Jump
vdcr_concept_0116,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,后内结环跳,Salchow Jump,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Salchow Jump"", ""后内结环跳""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Salchow Jump
vdcr_concept_0117,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,后外点冰跳,Toe Loop Jump,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Toe Loop Jump"", ""后外点冰跳""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Toe Loop Jump
vdcr_concept_0118,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,尤尔琴科跳马,Yurchenko Vault,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Yurchenko Vault"", ""尤尔琴科跳马""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Yurchenko Vault
vdcr_concept_0119,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,月面空翻,Tsukahara Vault,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Tsukahara Vault"", ""月面空翻""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tsukahara Vault
vdcr_concept_0120,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,科瓦奇腾越,Kovacs Release,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Kovacs Release"", ""科瓦奇腾越""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Kovacs Release
vdcr_concept_0121,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,背越式跳高,Fosbury Flop,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Fosbury Flop"", ""背越式跳高""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fosbury Flop
vdcr_concept_0122,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,芭蕾挥鞭转,Fouette Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Fouette Turn"", ""芭蕾挥鞭转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fouette Turn
vdcr_concept_0123,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,一本背负投,Ippon Seoi Nage,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Ippon Seoi Nage"", ""一本背负投""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ippon Seoi Nage
vdcr_concept_0124,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,内股投,Uchi Mata,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Uchi Mata"", ""内股投""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Uchi Mata
vdcr_concept_0125,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,大外刈,Osoto Gari,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Osoto Gari"", ""大外刈""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Osoto Gari
vdcr_concept_0126,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,巴投,Tomoe Nage,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Tomoe Nage"", ""巴投""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tomoe Nage
vdcr_concept_0127,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,爱斯基摩翻滚,Eskimo Roll / Kayak Roll,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Eskimo Roll / Kayak Roll"", ""爱斯基摩翻滚"", ""Eskimo Roll"", ""Kayak Roll""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Eskimo Roll / Kayak Roll
vdcr_concept_0128,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,踩水蛋打腿,Eggbeater Kick,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,high,high,"[""Eggbeater Kick"", ""踩水蛋打腿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Eggbeater Kick
vdcr_concept_0129,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,冲浪底转,Surfing Bottom Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Surfing Bottom Turn"", ""冲浪底转""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Surfing Bottom Turn
vdcr_concept_0130,biology_living_systems,生命过程机制,biology_family_02,人体专项动作与运动技术,滑雪刻滑转弯,Carving Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Carving Turn"", ""滑雪刻滑转弯""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Carving Turn
vdcr_concept_0131,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,牛尾巴,Elastico / Flip Flap,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Elastico / Flip Flap"", ""牛尾巴"", ""Elastico"", ""Flip Flap""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Elastico / Flip Flap soccer skill
vdcr_concept_0132,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,马赛回旋,Marseille Turn / Roulette,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Marseille Turn / Roulette"", ""马赛回旋"", ""Marseille Turn"", ""Roulette""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Marseille Turn / Roulette soccer skill
vdcr_concept_0133,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,克鲁伊夫转身,Cruyff Turn,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Cruyff Turn"", ""克鲁伊夫转身""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cruyff Turn soccer skill
vdcr_concept_0134,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,彩虹过人,Rainbow Flick,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Rainbow Flick"", ""彩虹过人""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rainbow Flick soccer skill
vdcr_concept_0135,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,西班牙战术,Spain Action,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Spain Action"", ""西班牙战术""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spain Action basketball play
vdcr_concept_0136,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,电梯门掩护,Elevator Screen,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Elevator Screen"", ""电梯门掩护""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Elevator Screen basketball play
vdcr_concept_0137,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,锤子战术,Hammer Action,专有动态动作概念,specialized_dynamic_action_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Hammer Action"", ""锤子战术""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Hammer Action basketball play
vdcr_concept_0138,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,弗洛皮跑位,Floppy Action,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Floppy Action"", ""弗洛皮跑位""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Floppy Action basketball play
vdcr_concept_0139,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,艾弗森横切,Iverson Cut,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Iverson Cut"", ""艾弗森横切""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Iverson Cut basketball play
vdcr_concept_0140,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,UCLA 切入,UCLA Cut,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""UCLA Cut"", ""UCLA 切入""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,UCLA Cut basketball play
vdcr_concept_0141,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,拉姆掩护,Ram Screen,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Ram Screen"", ""拉姆掩护""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ram Screen basketball play
vdcr_concept_0142,biology_living_systems,生命过程机制,biology_family_03,球类专项动作与战术序列,西班牙背掩护,Spain Back Screen,专有动态动作概念,specialized_dynamic_action_concept,B,specialized_action_requires_nearby_action_contrast_and_clear_sequence,medium,high,"[""Spain Back Screen"", ""西班牙背掩护""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spain Back Screen basketball play
vdcr_concept_0143,biology_living_systems,生命过程机制,biology_family_04,植物趋性、感性与快速运动,向光性,Phototropism,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Phototropism"", ""向光性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Phototropism
