concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed,concept_validity_tier,tier_reason,recommended_answer_en,recommended_answer_zh,production_gate
vdcr_concept_0051,physics_physical_systems,自然物理规律,physics_family_07,电磁与等离子体动态,介质阻挡放电流光,Dielectric Barrier Discharge Streamers,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Dielectric Barrier Discharge Streamers"", ""介质阻挡放电流光""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Dielectric Barrier Discharge Streamers,strict_main_candidate,usable_only_after_video_specific_gate,Dielectric Barrier Discharge Streamers,介质阻挡放电流光,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0052,physics_physical_systems,自然物理规律,physics_family_07,电磁与等离子体动态,太阳日珥喷发,Solar Prominence Eruption,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Solar Prominence Eruption"", ""太阳日珥喷发""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Solar Prominence Eruption,extension,candidate_is_source_or_availability_heavy,Solar Prominence Eruption,太阳日珥喷发,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0053,physics_physical_systems,自然物理规律,physics_family_07,电磁与等离子体动态,日冕物质抛射,Coronal Mass Ejection,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Coronal Mass Ejection"", ""日冕物质抛射""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Coronal Mass Ejection,extension,candidate_is_source_or_availability_heavy,Coronal Mass Ejection,日冕物质抛射,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0054,physics_physical_systems,自然物理规律,physics_family_08,热过程与浮力驱动流,自然对流羽流,Natural Convection Plume,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Natural Convection Plume"", ""自然对流羽流""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Natural Convection Plume,strict_main_candidate,usable_only_after_video_specific_gate,Natural Convection Plume,自然对流羽流,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0055,physics_physical_systems,自然物理规律,physics_family_08,热过程与浮力驱动流,瑞利-贝纳德对流,Rayleigh-Benard Convection,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Rayleigh-Benard Convection"", ""瑞利-贝纳德对流""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rayleigh-Benard Convection,core_main,strong_named_temporal_signature,Rayleigh-Benard Convection,瑞利-贝纳德对流,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0056,physics_physical_systems,自然物理规律,physics_family_08,热过程与浮力驱动流,沸腾气泡成核与脱离,Boiling Bubble Nucleation and Departure,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Boiling Bubble Nucleation and Departure"", ""沸腾气泡成核与脱离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Boiling Bubble Nucleation and Departure,strict_main_candidate,usable_only_after_video_specific_gate,Boiling Bubble Nucleation and Departure,沸腾气泡成核与脱离,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0057,physics_physical_systems,自然物理规律,physics_family_08,热过程与浮力驱动流,膜态沸腾,Film Boiling,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Film Boiling"", ""膜态沸腾""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Film Boiling,strict_main_candidate,usable_only_after_video_specific_gate,Film Boiling,膜态沸腾,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0058,physics_physical_systems,自然物理规律,physics_family_08,热过程与浮力驱动流,热毛细对流,Thermocapillary Convection,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Thermocapillary Convection"", ""热毛细对流""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Thermocapillary Convection,strict_main_candidate,usable_only_after_video_specific_gate,Thermocapillary Convection,热毛细对流,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0059,chemistry_materials_change,物质变化机制,materials_family_01,流变与非牛顿响应,剪切增稠,Shear Thickening,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Shear Thickening"", ""剪切增稠""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Shear Thickening,core_main,strong_named_temporal_signature,Shear Thickening,剪切增稠,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0060,chemistry_materials_change,物质变化机制,materials_family_01,流变与非牛顿响应,剪切变稀,Shear Thinning,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Shear Thinning"", ""剪切变稀""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Shear Thinning,strict_main_candidate,usable_only_after_video_specific_gate,Shear Thinning,剪切变稀,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0061,chemistry_materials_change,物质变化机制,materials_family_01,流变与非牛顿响应,触变性,Thixotropy,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Thixotropy"", ""触变性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Thixotropy,strict_main_candidate,usable_only_after_video_specific_gate,Thixotropy,触变性,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0062,chemistry_materials_change,物质变化机制,materials_family_01,流变与非牛顿响应,黏弹回弹,Viscoelastic Recoil,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Viscoelastic Recoil"", ""黏弹回弹""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Viscoelastic Recoil,strict_main_candidate,usable_only_after_video_specific_gate,Viscoelastic Recoil,黏弹回弹,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0063,chemistry_materials_change,物质变化机制,materials_family_01,流变与非牛顿响应,宾汉屈服流动,Bingham Yield Flow,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Bingham Yield Flow"", ""宾汉屈服流动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Bingham Yield Flow,strict_main_candidate,usable_only_after_video_specific_gate,Bingham Yield Flow,宾汉屈服流动,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0064,chemistry_materials_change,物质变化机制,materials_family_01,流变与非牛顿响应,魏森贝格爬杆效应,Weissenberg Rod-Climbing Effect,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Weissenberg Rod-Climbing Effect"", ""魏森贝格爬杆效应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Weissenberg Rod-Climbing Effect,core_main,strong_named_temporal_signature,Weissenberg Rod-Climbing Effect,魏森贝格爬杆效应,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0065,chemistry_materials_change,物质变化机制,materials_family_02,晶体生长与相变前沿,晶核形成,Crystal Nucleation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Crystal Nucleation"", ""晶核形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Crystal Nucleation,strict_main_candidate,usable_only_after_video_specific_gate,Crystal Nucleation-and-Growth Dynamics,晶体成核-生长动态,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0066,chemistry_materials_change,物质变化机制,materials_family_02,晶体生长与相变前沿,树枝状晶体生长,Dendritic Crystal Growth,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Dendritic Crystal Growth"", ""树枝状晶体生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Dendritic Crystal Growth,core_main,strong_named_temporal_signature,Dendritic Crystal Growth,树枝状晶体生长,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0067,chemistry_materials_change,物质变化机制,materials_family_02,晶体生长与相变前沿,球晶生长,Spherulitic Growth,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Spherulitic Growth"", ""球晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spherulitic Growth,strict_main_candidate,usable_only_after_video_specific_gate,Spherulitic Growth,球晶生长,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0068,chemistry_materials_change,物质变化机制,materials_family_02,晶体生长与相变前沿,结晶前沿推进,Crystallization Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Crystallization Front Propagation"", ""结晶前沿推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Crystallization Front Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Crystallization Front Propagation,结晶前沿推进,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0069,chemistry_materials_change,物质变化机制,materials_family_02,晶体生长与相变前沿,过冷液体瞬时结晶,Supercooled Liquid Rapid Crystallization,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Supercooled Liquid Rapid Crystallization"", ""过冷液体瞬时结晶""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Supercooled Liquid Rapid Crystallization,core_main,strong_named_temporal_signature,Supercooled Liquid Rapid Crystallization,过冷液体瞬时结晶,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0070,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,碘钟反应,Iodine Clock Reaction,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Iodine Clock Reaction"", ""碘钟反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Iodine Clock Reaction,core_main,strong_named_temporal_signature,Iodine Clock Reaction,碘钟反应,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0071,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,蓝瓶反应,Blue Bottle Reaction,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Blue Bottle Reaction"", ""蓝瓶反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Blue Bottle Reaction,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Blue Bottle Reaction,蓝瓶反应,must_show_shaking_or_oxygenation_cycle_and_reversible_color_recovery_without_title_leakage
vdcr_concept_0072,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,化学交通灯反应,Chemical Traffic Light Reaction,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Chemical Traffic Light Reaction"", ""化学交通灯反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Chemical Traffic Light Reaction,strict_main_candidate,usable_only_after_video_specific_gate,Chemical Traffic Light Reaction,化学交通灯反应,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0073,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,别洛乌索夫-扎鲍廷斯基振荡反应,Belousov-Zhabotinsky Reaction,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Belousov-Zhabotinsky Reaction"", ""别洛乌索夫-扎鲍廷斯基振荡反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Belousov-Zhabotinsky Reaction,core_main,strong_named_temporal_signature,Belousov-Zhabotinsky Reaction,别洛乌索夫-扎鲍廷斯基振荡反应,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0074,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,布里格斯-劳舍尔振荡反应,Briggs-Rauscher Reaction,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Briggs-Rauscher Reaction"", ""布里格斯-劳舍尔振荡反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Briggs-Rauscher Reaction,core_main,strong_named_temporal_signature,Briggs-Rauscher Reaction,布里格斯-劳舍尔振荡反应,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0075,chemistry_materials_change,物质变化机制,materials_family_03,反应动力学与振荡反应,本尼迪克特阳性还原反应,Benedict Positive Reducing-Sugar Reaction,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Benedict Positive Reducing-Sugar Reaction"", ""本尼迪克特阳性还原反应""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Benedict Positive Reducing-Sugar Reaction,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Benedict Positive Reducing-Sugar Reaction,本尼迪克特阳性还原反应,must_show_reagent_heating_and_progressive_color_or_precipitate_evolution_without_text_leakage
vdcr_concept_0076,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,化学花园生长,Chemical Garden Growth,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Chemical Garden Growth"", ""化学花园生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Chemical Garden Growth,core_main,strong_named_temporal_signature,Chemical Garden Growth,化学花园生长,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0077,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,沉淀前沿推进,Precipitation Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Precipitation Front Propagation"", ""沉淀前沿推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Precipitation Front Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Reaction-Precipitation Front Propagation,反应-沉淀前沿推进,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0078,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,利塞冈环形成,Liesegang Ring Formation,实验动态图样,experimental_dynamic_pattern,A,strong_temporal_signature_and_named_dynamic_concept,medium,high,"[""Liesegang Ring Formation"", ""利塞冈环形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Liesegang Ring Formation,core_main,strong_named_temporal_signature,Liesegang Ring Formation,利塞冈环形成,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0079,chemistry_materials_change,物质变化机制,materials_family_04,沉淀、自组织与扩散前沿,反应-扩散波,Reaction-Diffusion Wave,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Reaction-Diffusion Wave"", ""反应-扩散波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Reaction-Diffusion Wave,strict_main_candidate,usable_only_after_video_specific_gate,Reaction-Diffusion Wave,反应-扩散波,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0080,chemistry_materials_change,物质变化机制,materials_family_05,界面输运与沉积,表面活性剂驱动液滴运动,Surfactant-Driven Droplet Motion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Surfactant-Driven Droplet Motion"", ""表面活性剂驱动液滴运动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Surfactant-Driven Droplet Motion,strict_main_candidate,usable_only_after_video_specific_gate,Surfactant-Driven Droplet Motion,表面活性剂驱动液滴运动,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0081,chemistry_materials_change,物质变化机制,materials_family_05,界面输运与沉积,咖啡环形成,Coffee-Ring Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Coffee-Ring Formation"", ""咖啡环形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Coffee-Ring Formation,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Coffee-Ring Formation,咖啡环形成,must_show_evaporation_period_and_particle_deposition_front_forming_not_only_final_ring
vdcr_concept_0082,chemistry_materials_change,物质变化机制,materials_family_05,界面输运与沉积,蒸发诱导沉积前沿,Evaporation-Induced Deposition Front,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Evaporation-Induced Deposition Front"", ""蒸发诱导沉积前沿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Evaporation-Induced Deposition Front,strict_main_candidate,usable_only_after_video_specific_gate,Evaporation-Induced Deposition Front,蒸发诱导沉积前沿,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0083,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,旋节线分解,Spinodal Decomposition,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Spinodal Decomposition"", ""旋节线分解""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spinodal Decomposition,core_main,strong_named_temporal_signature,Spinodal Decomposition,旋节线分解,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0084,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,奥斯特瓦尔德熟化,Ostwald Ripening,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Ostwald Ripening"", ""奥斯特瓦尔德熟化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ostwald Ripening,strict_main_candidate,usable_only_after_video_specific_gate,Ostwald Ripening,奥斯特瓦尔德熟化,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0085,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,液滴聚并粗化,Coalescence-Driven Coarsening,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Coalescence-Driven Coarsening"", ""液滴聚并粗化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Coalescence-Driven Coarsening,strict_main_candidate,usable_only_after_video_specific_gate,Coalescence-Driven Coarsening,液滴聚并粗化,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0086,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,液膜退润湿,Thin-Film Dewetting,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Thin-Film Dewetting"", ""液膜退润湿""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Thin-Film Dewetting,core_main,strong_named_temporal_signature,Thin-Film Dewetting,液膜退润湿,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0087,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,成核与生长相分离,Nucleation-and-Growth Phase Separation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Nucleation-and-Growth Phase Separation"", ""成核与生长相分离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Nucleation-and-Growth Phase Separation,strict_main_candidate,usable_only_after_video_specific_gate,Nucleation-and-Growth Phase Separation,成核与生长相分离,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0088,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,相界面迁移,Phase Boundary Migration,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Phase Boundary Migration"", ""相界面迁移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Phase Boundary Migration,strict_main_candidate,usable_only_after_video_specific_gate,Phase Boundary Migration,相界面迁移,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0089,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰前沿传播,Flame Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Flame Front Propagation"", ""火焰前沿传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Flame Front Propagation,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Reactive Flame-Front Propagation,反应性火焰前沿传播,must_show_reactive_flame_front_advancing_through_fuel_or_mixture_not_generic_fire_motion
vdcr_concept_0090,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,扩散火焰,Diffusion Flame,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Diffusion Flame"", ""扩散火焰""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Diffusion Flame,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Diffusion Flame,扩散火焰,must_show_nonpremixed_fuel_oxidizer_interface_or_flame_establishment_not_just_fire
vdcr_concept_0091,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,预混火焰传播,Premixed Flame Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Premixed Flame Propagation"", ""预混火焰传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Premixed Flame Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Premixed Flame Propagation,预混火焰传播,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0092,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰胞状不稳定性,Cellular Flame Instability,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Cellular Flame Instability"", ""火焰胞状不稳定性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Cellular Flame Instability,strict_main_candidate,usable_only_after_video_specific_gate,Cellular Flame Instability,火焰胞状不稳定性,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0093,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰闪回,Flame Flashback,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Flame Flashback"", ""火焰闪回""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Flame Flashback,strict_main_candidate,usable_only_after_video_specific_gate,Flame Flashback,火焰闪回,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0094,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,火焰吹熄,Flame Blowoff,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Flame Blowoff"", ""火焰吹熄""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Flame Blowoff,strict_main_candidate,usable_only_after_video_specific_gate,Flame Blowoff,火焰吹熄,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0095,chemistry_materials_change,物质变化机制,materials_family_07,燃烧与反应前沿,振荡火焰,Oscillating Flame,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Oscillating Flame"", ""振荡火焰""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Oscillating Flame,strict_main_candidate,usable_only_after_video_specific_gate,Oscillating Flame,振荡火焰,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0096,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,电沉积枝晶生长,Electrodeposition Dendrite Growth,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Electrodeposition Dendrite Growth"", ""电沉积枝晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Electrodeposition Dendrite Growth,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Electrodeposition Dendrite Growth,电沉积枝晶生长,must_show_branching_metal_dendrite_or_crystal_growth_from_an_electrode_over_time_not_only_existing_crystals
vdcr_concept_0097,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,金属置换枝晶生长,Metal Displacement Dendrite Growth,实验动态图样,experimental_dynamic_pattern,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,high,"[""Metal Displacement Dendrite Growth"", ""金属置换枝晶生长""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Metal Displacement Dendrite Growth,strict_main_candidate,usable_only_after_video_specific_gate,Metal Displacement Dendrite Growth,金属置换枝晶生长,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0098,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,电解气泡成核与脱离,Electrolysis Bubble Nucleation and Detachment,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Electrolysis Bubble Nucleation and Detachment"", ""电解气泡成核与脱离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Electrolysis Bubble Nucleation and Detachment,strict_main_candidate,usable_only_after_video_specific_gate,Electrolysis Bubble Nucleation and Detachment,电解气泡成核与脱离,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0099,chemistry_materials_change,物质变化机制,materials_family_08,电化学与腐蚀动态,腐蚀坑扩展,Corrosion Pit Growth,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Corrosion Pit Growth"", ""腐蚀坑扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Corrosion Pit Growth,extension,candidate_is_source_or_availability_heavy,Corrosion Pit Growth,腐蚀坑扩展,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
