concept_id,domain,subdomain,concept_en,concept_zh,concept_validity_tier,priority,video_availability_guess,current_seed_samples,current_candidates,current_review_queue,target_candidates_per_concept,needed_candidates,expansion_role,query_priority,production_gate
vdcr_concept_0013,physics_physical_systems,physics_family_02,Liquid Bridge Pinch-Off,液桥颈缩断裂,strict_main_candidate,A,medium,1,1,0,3,2,repeat_concept,1|1|0|1|physics_physical_systems|Liquid Bridge Pinch-Off,must_show_bridge_stretching_necking_and_final_breakup_sequence
vdcr_concept_0009,physics_physical_systems,physics_family_02,Rayleigh-Plateau Breakup,瑞利-普拉托断裂,core_main,A,medium,1,1,0,3,2,repeat_concept,1|1|0|1|physics_physical_systems|Rayleigh-Plateau Breakup,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0002,physics_physical_systems,physics_family_01,Vortex Shedding / Karman Vortex Street,周期涡脱落/卡门涡街,core_main,A,medium,1,1,0,3,2,repeat_concept,1|1|0|1|physics_physical_systems|Vortex Shedding / Karman Vortex Street,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0097,chemistry_materials_change,materials_family_08,Metal Displacement Dendrite Growth,金属置换枝晶生长,strict_main_candidate,B,high,1,1,0,3,2,repeat_concept,1|1|1|0|chemistry_materials_change|Metal Displacement Dendrite Growth,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0187,biology_living_systems,biology_family_10,Biofilm Colony Expansion Dynamics,生物膜群落扩张动态,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|biology_living_systems|Biofilm Colony Expansion Dynamics,must_show_colony_front_expansion_or_collective_growth_dynamics_over_time
vdcr_concept_0155,biology_living_systems,biology_family_05,Cytokinetic Furrow Ingression,胞质分裂沟收缩,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|biology_living_systems|Cytokinetic Furrow Ingression,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0173,biology_living_systems,biology_family_07,Membrane Blebbing,细胞膜起泡,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|biology_living_systems|Membrane Blebbing,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0184,biology_living_systems,biology_family_09,Plasmolysis and Deplasmolysis,质壁分离与复原,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|biology_living_systems|Plasmolysis and Deplasmolysis,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0182,biology_living_systems,biology_family_09,Pollen Tube Chemotropic Growth,花粉管趋化生长,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|biology_living_systems|Pollen Tube Chemotropic Growth,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0085,chemistry_materials_change,materials_family_06,Coalescence-Driven Coarsening,液滴聚并粗化,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|chemistry_materials_change|Coalescence-Driven Coarsening,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0098,chemistry_materials_change,materials_family_08,Electrolysis Bubble Nucleation and Detachment,电解气泡成核与脱离,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|chemistry_materials_change|Electrolysis Bubble Nucleation and Detachment,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0094,chemistry_materials_change,materials_family_07,Flame Blowoff,火焰吹熄,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|chemistry_materials_change|Flame Blowoff,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0246,chemistry_materials_change,materials_family_06,Freeze-Induced Phase Separation,冻结诱导相分离,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|chemistry_materials_change|Freeze-Induced Phase Separation,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0084,chemistry_materials_change,materials_family_06,Ostwald Ripening,奥斯特瓦尔德熟化,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|chemistry_materials_change|Ostwald Ripening,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0199,earth_environmental_systems,earth_family_02,Braided Channel Migration,辫状河道迁移,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|earth_environmental_systems|Braided Channel Migration,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0241,earth_environmental_systems,earth_family_09,Headward Erosion,溯源侵蚀,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|earth_environmental_systems|Headward Erosion,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0234,earth_environmental_systems,earth_family_08,Plunging Breaker,卷破波,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|earth_environmental_systems|Plunging Breaker,must_show_crest_steepening_overturning_entrainment_and_breaking_sequence
vdcr_concept_0227,earth_environmental_systems,earth_family_06,Pyrocumulus Development,火积云发展,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|earth_environmental_systems|Pyrocumulus Development,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0247,earth_environmental_systems,earth_family_10,Seismic Wave Propagation,地震波传播,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|earth_environmental_systems|Seismic Wave Propagation,must_show_wavefront_or_ground_motion_propagating_outward_over_time_not_only_static_map_or_epicenter_marker
vdcr_concept_0201,earth_environmental_systems,earth_family_02,Turbidity Current Propagation,浊流推进,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|earth_environmental_systems|Turbidity Current Propagation,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0056,physics_physical_systems,physics_family_08,Boiling Bubble Nucleation and Departure,沸腾气泡成核与脱离,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|physics_physical_systems|Boiling Bubble Nucleation and Departure,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0035,physics_physical_systems,physics_family_05,Droplet Spreading and Retraction,液滴铺展-回缩,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|physics_physical_systems|Droplet Spreading and Retraction,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0006,physics_physical_systems,physics_family_01,Saffman-Taylor Viscous Fingering,萨夫曼-泰勒黏性指进,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|physics_physical_systems|Saffman-Taylor Viscous Fingering,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0248,physics_physical_systems,physics_family_09,Stokes Flow Kinematic Reversibility,斯托克斯流运动学可逆性,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|physics_physical_systems|Stokes Flow Kinematic Reversibility,must_show_forward_laminar_deformation_or_mixing_followed_by_reverse_motion_restoring_the_pattern_not_only_static_colored_fluid
vdcr_concept_0007,physics_physical_systems,physics_family_01,Taylor-Couette Vortices,泰勒-库埃特涡,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|physics_physical_systems|Taylor-Couette Vortices,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0058,physics_physical_systems,physics_family_08,Thermocapillary Convection,热毛细对流,strict_main_candidate,B,medium,1,1,0,3,2,repeat_concept,1|1|1|1|physics_physical_systems|Thermocapillary Convection,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0074,chemistry_materials_change,materials_family_03,Briggs-Rauscher Reaction,布里格斯-劳舍尔振荡反应,core_main,A,high,1,2,1,3,1,repeat_concept,1|2|0|0|chemistry_materials_change|Briggs-Rauscher Reaction,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0159,biology_living_systems,biology_family_05,Calcium Wave Propagation,钙波传播,core_main,A,medium,1,2,0,3,1,repeat_concept,1|2|0|1|biology_living_systems|Calcium Wave Propagation,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0144,biology_living_systems,biology_family_04,Gravitropism,向重性,core_main,A,medium,1,2,0,3,1,repeat_concept,1|2|0|1|biology_living_systems|Gravitropism,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0083,chemistry_materials_change,materials_family_06,Spinodal Decomposition,旋节线分解,core_main,A,medium,1,2,1,3,1,repeat_concept,1|2|0|1|chemistry_materials_change|Spinodal Decomposition,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0196,earth_environmental_systems,earth_family_02,Meander Neck Cutoff,曲流河裁弯取直,core_main,A,medium,1,2,1,3,1,repeat_concept,1|2|0|1|earth_environmental_systems|Meander Neck Cutoff,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0003,physics_physical_systems,physics_family_01,Cavitation Bubble Growth and Collapse,空化泡生长与塌缩,core_main,A,medium,1,2,0,3,1,repeat_concept,1|2|0|1|physics_physical_systems|Cavitation Bubble Growth and Collapse,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0039,physics_physical_systems,physics_family_05,Vortex Ring Formation,涡环形成,core_main,A,medium,1,2,1,3,1,repeat_concept,1|2|0|1|physics_physical_systems|Vortex Ring Formation,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0033,physics_physical_systems,physics_family_05,Worthington Jet,沃辛顿射流,core_main,A,medium,1,2,1,3,1,repeat_concept,1|2|0|1|physics_physical_systems|Worthington Jet,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0072,chemistry_materials_change,materials_family_03,Chemical Traffic Light Reaction,化学交通灯反应,strict_main_candidate,B,high,1,2,1,3,1,repeat_concept,1|2|1|0|chemistry_materials_change|Chemical Traffic Light Reaction,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0157,biology_living_systems,biology_family_05,Axonal Transport,轴突运输,strict_main_candidate,B,medium,1,2,1,3,1,repeat_concept,1|2|1|1|biology_living_systems|Axonal Transport,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0186,biology_living_systems,biology_family_10,Bacterial Swarming Motility,细菌集群运动,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|biology_living_systems|Bacterial Swarming Motility,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0156,biology_living_systems,biology_family_05,Neutrophil Chemotaxis,中性粒细胞趋化,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|biology_living_systems|Neutrophil Chemotaxis,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0068,chemistry_materials_change,materials_family_02,Crystallization Front Propagation,结晶前沿推进,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|chemistry_materials_change|Crystallization Front Propagation,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0082,chemistry_materials_change,materials_family_05,Evaporation-Induced Deposition Front,蒸发诱导沉积前沿,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|chemistry_materials_change|Evaporation-Induced Deposition Front,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0197,earth_environmental_systems,earth_family_02,Cutbank Erosion / Point-Bar Deposition,凹岸侵蚀与凸岸沉积,strict_main_candidate,B,medium,1,2,1,3,1,repeat_concept,1|2|1|1|earth_environmental_systems|Cutbank Erosion / Point-Bar Deposition,must_show_channel_boundary_retreat_and_opposite_bar_or_inner_bank_accretion_over_time_not_static_meander_geometry
vdcr_concept_0231,earth_environmental_systems,earth_family_07,Dune Slip-Face Grain Avalanche,沙丘滑移面颗粒雪崩,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|earth_environmental_systems|Dune Slip-Face Grain Avalanche,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0232,earth_environmental_systems,earth_family_07,Dust Storm Front Propagation,尘暴锋面推进,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|earth_environmental_systems|Dust Storm Front Propagation,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0198,earth_environmental_systems,earth_family_02,River Avulsion,河流决口改道,strict_main_candidate,B,medium,1,2,1,3,1,repeat_concept,1|2|1|1|earth_environmental_systems|River Avulsion,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0021,physics_physical_systems,physics_family_03,Coupled Pendulum Synchronization,耦合摆同步,strict_main_candidate,B,medium,1,2,0,3,1,repeat_concept,1|2|1|1|physics_physical_systems|Coupled Pendulum Synchronization,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0026,physics_physical_systems,physics_family_04,Euler's Disk Motion,欧拉圆盘运动,strict_main_candidate,B,medium,1,2,1,3,1,repeat_concept,1|2|1|1|physics_physical_systems|Euler's Disk Motion,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
