concept_id,priority,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0086,A,Thin-Film Dewetting demonstration,chemistry_materials_change,Thin-Film Dewetting,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Thin-Film Dewetting, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液膜退润湿; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0086,A,Thin-Film Dewetting experiment video,chemistry_materials_change,Thin-Film Dewetting,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Thin-Film Dewetting, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液膜退润湿; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0086,A,液膜退润湿 Thin-Film Dewetting,chemistry_materials_change,Thin-Film Dewetting,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Thin-Film Dewetting, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液膜退润湿; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0064,A,Weissenberg Rod-Climbing Effect,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=魏森贝格爬杆效应; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0064,A,Weissenberg Rod-Climbing Effect demonstration,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=魏森贝格爬杆效应; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0064,A,Weissenberg Rod-Climbing Effect experiment video,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=魏森贝格爬杆效应; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0064,A,魏森贝格爬杆效应 Weissenberg Rod-Climbing Effect,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=魏森贝格爬杆效应; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0097,B,Metal Displacement Dendrite Growth,chemistry_materials_change,Metal Displacement Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Metal Displacement Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=金属置换枝晶生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0097,B,Metal Displacement Dendrite Growth demonstration,chemistry_materials_change,Metal Displacement Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Metal Displacement Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=金属置换枝晶生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0097,B,Metal Displacement Dendrite Growth experiment video,chemistry_materials_change,Metal Displacement Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Metal Displacement Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=金属置换枝晶生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0097,B,金属置换枝晶生长 Metal Displacement Dendrite Growth,chemistry_materials_change,Metal Displacement Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Metal Displacement Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=金属置换枝晶生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0085,B,Coalescence-Driven Coarsening,chemistry_materials_change,Coalescence-Driven Coarsening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Coalescence-Driven Coarsening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液滴聚并粗化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0085,B,Coalescence-Driven Coarsening demonstration,chemistry_materials_change,Coalescence-Driven Coarsening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Coalescence-Driven Coarsening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液滴聚并粗化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0085,B,Coalescence-Driven Coarsening experiment video,chemistry_materials_change,Coalescence-Driven Coarsening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Coalescence-Driven Coarsening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液滴聚并粗化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0085,B,液滴聚并粗化 Coalescence-Driven Coarsening,chemistry_materials_change,Coalescence-Driven Coarsening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Coalescence-Driven Coarsening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液滴聚并粗化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0098,B,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Electrolysis Bubble Nucleation and Detachment, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=电解气泡成核与脱离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0098,B,Electrolysis Bubble Nucleation and Detachment demonstration,chemistry_materials_change,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Electrolysis Bubble Nucleation and Detachment, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=电解气泡成核与脱离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0098,B,Electrolysis Bubble Nucleation and Detachment experiment video,chemistry_materials_change,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Electrolysis Bubble Nucleation and Detachment, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=电解气泡成核与脱离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0098,B,电解气泡成核与脱离 Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Electrolysis Bubble Nucleation and Detachment, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=电解气泡成核与脱离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0094,B,Flame Blowoff,chemistry_materials_change,Flame Blowoff,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Blowoff, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰吹熄; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0094,B,Flame Blowoff demonstration,chemistry_materials_change,Flame Blowoff,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Blowoff, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰吹熄; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0094,B,Flame Blowoff experiment video,chemistry_materials_change,Flame Blowoff,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Blowoff, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰吹熄; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0094,B,火焰吹熄 Flame Blowoff,chemistry_materials_change,Flame Blowoff,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Blowoff, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰吹熄; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0246,B,Freeze-Induced Phase Separation,chemistry_materials_change,Freeze-Induced Phase Separation,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Freeze-Induced Phase Separation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=冻结诱导相分离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0246,B,Freeze-Induced Phase Separation demonstration,chemistry_materials_change,Freeze-Induced Phase Separation,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Freeze-Induced Phase Separation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=冻结诱导相分离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0246,B,Freeze-Induced Phase Separation experiment video,chemistry_materials_change,Freeze-Induced Phase Separation,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Freeze-Induced Phase Separation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=冻结诱导相分离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0246,B,冻结诱导相分离 Freeze-Induced Phase Separation,chemistry_materials_change,Freeze-Induced Phase Separation,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Freeze-Induced Phase Separation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=冻结诱导相分离; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0095,B,Oscillating Flame,chemistry_materials_change,Oscillating Flame,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Oscillating Flame, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=振荡火焰; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0095,B,Oscillating Flame demonstration,chemistry_materials_change,Oscillating Flame,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Oscillating Flame, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=振荡火焰; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0095,B,Oscillating Flame experiment video,chemistry_materials_change,Oscillating Flame,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Oscillating Flame, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=振荡火焰; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0095,B,振荡火焰 Oscillating Flame,chemistry_materials_change,Oscillating Flame,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Oscillating Flame, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=振荡火焰; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0084,B,Ostwald Ripening,chemistry_materials_change,Ostwald Ripening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Ostwald Ripening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=奥斯特瓦尔德熟化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0084,B,Ostwald Ripening demonstration,chemistry_materials_change,Ostwald Ripening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Ostwald Ripening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=奥斯特瓦尔德熟化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0084,B,Ostwald Ripening experiment video,chemistry_materials_change,Ostwald Ripening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Ostwald Ripening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=奥斯特瓦尔德熟化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0084,B,奥斯特瓦尔德熟化 Ostwald Ripening,chemistry_materials_change,Ostwald Ripening,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Ostwald Ripening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=奥斯特瓦尔德熟化; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0074,A,Briggs-Rauscher Reaction,chemistry_materials_change,Briggs-Rauscher Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Briggs-Rauscher Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=布里格斯-劳舍尔振荡反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0074,A,Briggs-Rauscher Reaction demonstration,chemistry_materials_change,Briggs-Rauscher Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Briggs-Rauscher Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=布里格斯-劳舍尔振荡反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0074,A,Briggs-Rauscher Reaction experiment video,chemistry_materials_change,Briggs-Rauscher Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Briggs-Rauscher Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=布里格斯-劳舍尔振荡反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0074,A,布里格斯-劳舍尔振荡反应 Briggs-Rauscher Reaction,chemistry_materials_change,Briggs-Rauscher Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Briggs-Rauscher Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=布里格斯-劳舍尔振荡反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0083,A,Spinodal Decomposition,chemistry_materials_change,Spinodal Decomposition,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Spinodal Decomposition, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=旋节线分解; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0083,A,Spinodal Decomposition demonstration,chemistry_materials_change,Spinodal Decomposition,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Spinodal Decomposition, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=旋节线分解; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0083,A,Spinodal Decomposition experiment video,chemistry_materials_change,Spinodal Decomposition,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Spinodal Decomposition, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=旋节线分解; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0083,A,旋节线分解 Spinodal Decomposition,chemistry_materials_change,Spinodal Decomposition,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Spinodal Decomposition, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=旋节线分解; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0072,B,Chemical Traffic Light Reaction,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=化学交通灯反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0072,B,Chemical Traffic Light Reaction demonstration,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=化学交通灯反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0072,B,Chemical Traffic Light Reaction experiment video,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=化学交通灯反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0072,B,化学交通灯反应 Chemical Traffic Light Reaction,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=化学交通灯反应; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0081,B,Coffee-Ring Formation,chemistry_materials_change,Coffee-Ring Formation,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Coffee-Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=咖啡环形成; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0081,B,Coffee-Ring Formation demonstration,chemistry_materials_change,Coffee-Ring Formation,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Coffee-Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=咖啡环形成; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0081,B,Coffee-Ring Formation experiment video,chemistry_materials_change,Coffee-Ring Formation,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Coffee-Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=咖啡环形成; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0081,B,咖啡环形成 Coffee-Ring Formation,chemistry_materials_change,Coffee-Ring Formation,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Coffee-Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=咖啡环形成; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0068,B,Crystallization Front Propagation,chemistry_materials_change,Crystallization Front Propagation,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Crystallization Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=结晶前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0068,B,Crystallization Front Propagation demonstration,chemistry_materials_change,Crystallization Front Propagation,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Crystallization Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=结晶前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0068,B,Crystallization Front Propagation experiment video,chemistry_materials_change,Crystallization Front Propagation,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Crystallization Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=结晶前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0068,B,结晶前沿推进 Crystallization Front Propagation,chemistry_materials_change,Crystallization Front Propagation,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Crystallization Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=结晶前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0082,B,Evaporation-Induced Deposition Front,chemistry_materials_change,Evaporation-Induced Deposition Front,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Evaporation-Induced Deposition Front, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=蒸发诱导沉积前沿; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0082,B,Evaporation-Induced Deposition Front demonstration,chemistry_materials_change,Evaporation-Induced Deposition Front,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Evaporation-Induced Deposition Front, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=蒸发诱导沉积前沿; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0082,B,Evaporation-Induced Deposition Front experiment video,chemistry_materials_change,Evaporation-Induced Deposition Front,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Evaporation-Induced Deposition Front, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=蒸发诱导沉积前沿; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0082,B,蒸发诱导沉积前沿 Evaporation-Induced Deposition Front,chemistry_materials_change,Evaporation-Induced Deposition Front,chemistry_materials_change,materials_family_05,"Candidate must show the temporal sequence that instantiates Evaporation-Induced Deposition Front, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=蒸发诱导沉积前沿; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0089,B,Flame Front Propagation,chemistry_materials_change,Flame Front Propagation,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰前沿传播; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0089,B,Flame Front Propagation demonstration,chemistry_materials_change,Flame Front Propagation,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰前沿传播; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0089,B,Flame Front Propagation experiment video,chemistry_materials_change,Flame Front Propagation,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰前沿传播; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0089,B,火焰前沿传播 Flame Front Propagation,chemistry_materials_change,Flame Front Propagation,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Flame Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=火焰前沿传播; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0102,B,Gelation Front Propagation,chemistry_materials_change,Gelation Front Propagation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Gelation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=凝胶化前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0102,B,Gelation Front Propagation demonstration,chemistry_materials_change,Gelation Front Propagation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Gelation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=凝胶化前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0102,B,Gelation Front Propagation experiment video,chemistry_materials_change,Gelation Front Propagation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Gelation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=凝胶化前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0102,B,凝胶化前沿推进 Gelation Front Propagation,chemistry_materials_change,Gelation Front Propagation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Gelation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=凝胶化前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0077,B,Precipitation Front Propagation,chemistry_materials_change,Precipitation Front Propagation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Precipitation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=沉淀前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0077,B,Precipitation Front Propagation demonstration,chemistry_materials_change,Precipitation Front Propagation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Precipitation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=沉淀前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0077,B,Precipitation Front Propagation experiment video,chemistry_materials_change,Precipitation Front Propagation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Precipitation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=沉淀前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0077,B,沉淀前沿推进 Precipitation Front Propagation,chemistry_materials_change,Precipitation Front Propagation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Precipitation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=沉淀前沿推进; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0062,B,Viscoelastic Recoil,chemistry_materials_change,Viscoelastic Recoil,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Viscoelastic Recoil, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=黏弹回弹; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0062,B,Viscoelastic Recoil demonstration,chemistry_materials_change,Viscoelastic Recoil,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Viscoelastic Recoil, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=黏弹回弹; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0062,B,Viscoelastic Recoil experiment video,chemistry_materials_change,Viscoelastic Recoil,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Viscoelastic Recoil, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=黏弹回弹; existing_candidates=2; target_candidates_per_concept=3
vdcr_concept_0062,B,黏弹回弹 Viscoelastic Recoil,chemistry_materials_change,Viscoelastic Recoil,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Viscoelastic Recoil, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=黏弹回弹; existing_candidates=2; target_candidates_per_concept=3
