search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept
Benedict reagent precipitate heating video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Blue solution changes toward orange-red with precipitate formation while heated.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,DCR,DCR_CHEM_BENEDICT_001,Benedict test positive reaction
Benedict positive test video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Blue solution changes toward orange-red with precipitate formation while heated.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,DCR,DCR_CHEM_BENEDICT_001,Benedict test positive reaction
blue bottle reaction video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking turns the solution blue and resting fades it repeatedly.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,DCR,DCR_CHEM_BLUE_001,blue bottle reaction
blue bottle redox color cycle,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking turns the solution blue and resting fades it repeatedly.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,DCR,DCR_CHEM_BLUE_001,blue bottle reaction
reversible color change shaking reaction,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Shaking turns the solution blue and resting fades it repeatedly.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BLUE_001; linked_principle_id=CHM_RED_003; aliases=redox color cycle; blue bottle experiment; reject=Reject non-cyclic one-way color changes.; hard_negative_concepts=one-way dye mixing; iodine clock; precipitation,DCR,DCR_CHEM_BLUE_001,blue bottle reaction
iodine clock reaction video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,A mixture remains light and then abruptly turns dark after a delay.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,DCR,DCR_CHEM_CLOCK_001,iodine clock reaction
iodine clock delayed color change,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,A mixture remains light and then abruptly turns dark after a delay.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,DCR,DCR_CHEM_CLOCK_001,iodine clock reaction
starch iodine clock reaction,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,A mixture remains light and then abruptly turns dark after a delay.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,capability_label=DCR; dynamic_concept_id=DCR_CHEM_CLOCK_001; linked_principle_id=CHM_RED_001; aliases=clock reaction; starch iodine clock; reject=Reject gradual color changes without a delayed abrupt endpoint.; hard_negative_concepts=pH indicator; simple dye mixing; precipitation,DCR,DCR_CHEM_CLOCK_001,iodine clock reaction
glacier calving video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"An ice front cracks, detaches, falls, and generates waves or roll-over.",capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,DCR,DCR_EAR_GLCALV_001,glacier calving
iceberg calving slow motion,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"An ice front cracks, detaches, falls, and generates waves or roll-over.",capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,DCR,DCR_EAR_GLCALV_001,glacier calving
glacier front collapse video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"An ice front cracks, detaches, falls, and generates waves or roll-over.",capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,DCR,DCR_EAR_GLCALV_001,glacier calving
sediment saltation flume video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles transition from rest to bouncing/hopping transport above a bed.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,DCR,DCR_EAR_SALT_001,sediment saltation
sand grain saltation slow motion,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles transition from rest to bouncing/hopping transport above a bed.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,DCR,DCR_EAR_SALT_001,sediment saltation
bedload saltation video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles transition from rest to bouncing/hopping transport above a bed.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,DCR,DCR_EAR_SALT_001,sediment saltation
pyroclastic flow video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,A ground-hugging ash cloud accelerates downslope from a volcanic source.,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,DCR,DCR_EAR_PYRO_001,pyroclastic density current
pyroclastic density current footage,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,A ground-hugging ash cloud accelerates downslope from a volcanic source.,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,DCR,DCR_EAR_PYRO_001,pyroclastic density current
volcanic ash gravity current video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,A ground-hugging ash cloud accelerates downslope from a volcanic source.,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,DCR,DCR_EAR_PYRO_001,pyroclastic density current
river meander migration time lapse,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,A channel bend shifts laterally or cutbank/point-bar changes over time.,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,DCR,DCR_EAR_MEANDER_001,meander migration
meander erosion deposition video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,A channel bend shifts laterally or cutbank/point-bar changes over time.,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,DCR,DCR_EAR_MEANDER_001,meander migration
stream table meander migration,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,A channel bend shifts laterally or cutbank/point-bar changes over time.,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,DCR,DCR_EAR_MEANDER_001,meander migration
downburst time lapse storm video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud or precipitation core descends and surface outflow spreads radially.,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,DCR,DCR_EAR_DOWN_001,downburst
microburst video rain shaft outflow,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud or precipitation core descends and surface outflow spreads radially.,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,DCR,DCR_EAR_DOWN_001,downburst
downburst cloud motion video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud or precipitation core descends and surface outflow spreads radially.,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,DCR,DCR_EAR_DOWN_001,downburst
supercell thunderstorm time lapse rotation,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud base or storm structure rotates persistently with organized inflow/outflow.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,DCR,DCR_EAR_SUPER_001,supercell thunderstorm
rotating supercell cloud video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud base or storm structure rotates persistently with organized inflow/outflow.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,DCR,DCR_EAR_SUPER_001,supercell thunderstorm
mesocyclone time lapse,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud base or storm structure rotates persistently with organized inflow/outflow.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,capability_label=DCR; dynamic_concept_id=DCR_EAR_SUPER_001; linked_principle_id=EAR_WEA_002; aliases=rotating supercell; mesocyclone; reject=Reject clips with dramatic clouds but no rotation sequence.; hard_negative_concepts=downburst; ordinary cumulus; dust devil,DCR,DCR_EAR_SUPER_001,supercell thunderstorm
tornado formation time lapse,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,A funnel lowers or tightens while surface debris/rotation develops.,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,DCR,DCR_EAR_TORN_001,tornado genesis
funnel cloud genesis video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,A funnel lowers or tightens while surface debris/rotation develops.,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,DCR,DCR_EAR_TORN_001,tornado genesis
tornadogenesis video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,A funnel lowers or tightens while surface debris/rotation develops.,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,capability_label=DCR; dynamic_concept_id=DCR_EAR_TORN_001; linked_principle_id=EAR_WEA_002; aliases=funnel cloud formation; tornadogenesis; reject=Reject clips that only show a mature distant tornado without formation evidence.; hard_negative_concepts=downburst; dust devil; supercell without funnel,DCR,DCR_EAR_TORN_001,tornado genesis
filter cake formation video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,A visible layer grows on the filter while filtrate flow changes.,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,DCR,DCR_ENG_FIL_001,filter cake formation
cake filtration time lapse,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,A visible layer grows on the filter while filtrate flow changes.,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,DCR,DCR_ENG_FIL_001,filter cake formation
filter clogging particles video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,A visible layer grows on the filter while filtrate flow changes.,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,DCR,DCR_ENG_FIL_001,filter cake formation
Brazil nut effect vibration video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Large particles rise or size layers form under shaking.,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,DCR,DCR_ENG_GRAN_001,Brazil nut effect
granular segregation shaking video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Large particles rise or size layers form under shaking.,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,DCR,DCR_ENG_GRAN_001,Brazil nut effect
vibration size segregation video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,filtration_and_separation,0,60,Large particles rise or size layers form under shaking.,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,capability_label=DCR; dynamic_concept_id=DCR_ENG_GRAN_001; linked_principle_id=ENG_SEP_003; aliases=granular segregation; vibration size segregation; reject=Reject clips with pre-sorted layers only.; hard_negative_concepts=sedimentation; mixing; static stratification,DCR,DCR_ENG_GRAN_001,Brazil nut effect
machining chatter vibration video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Tool or workpiece oscillates visibly with changing sound/surface pattern.,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,DCR,DCR_ENG_CHATTER_001,machining chatter
lathe chatter slow motion,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Tool or workpiece oscillates visibly with changing sound/surface pattern.,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,DCR,DCR_ENG_CHATTER_001,machining chatter
milling chatter vibration video,engineered_systems_and_operations,__construct_after_dcr_video_gate__,engineered_systems_and_operations,machines_control_and_failure_modes,0,60,Tool or workpiece oscillates visibly with changing sound/surface pattern.,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,DCR,DCR_ENG_CHATTER_001,machining chatter
