concept_id,priority,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0208,B,Retrogressive Slump Failure,earth_environmental_systems,Retrogressive Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Retrogressive Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=后退式滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0208,B,Retrogressive Slump Failure demonstration,earth_environmental_systems,Retrogressive Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Retrogressive Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=后退式滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0208,B,Retrogressive Slump Failure experiment video,earth_environmental_systems,Retrogressive Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Retrogressive Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=后退式滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0208,B,后退式滑塌 Retrogressive Slump Failure,earth_environmental_systems,Retrogressive Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Retrogressive Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=后退式滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0206,B,Rotational Slump Failure,earth_environmental_systems,Rotational Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Rotational Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=旋转滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0206,B,Rotational Slump Failure demonstration,earth_environmental_systems,Rotational Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Rotational Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=旋转滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0206,B,Rotational Slump Failure experiment video,earth_environmental_systems,Rotational Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Rotational Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=旋转滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0206,B,旋转滑塌 Rotational Slump Failure,earth_environmental_systems,Rotational Slump Failure,earth_environmental_systems,earth_family_03,"Candidate must show the temporal sequence that instantiates Rotational Slump Failure, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=旋转滑塌; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0220,B,Snow Slab Crown Crack Propagation,earth_environmental_systems,Snow Slab Crown Crack Propagation,earth_environmental_systems,earth_family_05,"Candidate must show the temporal sequence that instantiates Snow Slab Crown Crack Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=雪板冠状裂缝传播; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0220,B,Snow Slab Crown Crack Propagation demonstration,earth_environmental_systems,Snow Slab Crown Crack Propagation,earth_environmental_systems,earth_family_05,"Candidate must show the temporal sequence that instantiates Snow Slab Crown Crack Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=雪板冠状裂缝传播; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0220,B,Snow Slab Crown Crack Propagation experiment video,earth_environmental_systems,Snow Slab Crown Crack Propagation,earth_environmental_systems,earth_family_05,"Candidate must show the temporal sequence that instantiates Snow Slab Crown Crack Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=雪板冠状裂缝传播; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0220,B,雪板冠状裂缝传播 Snow Slab Crown Crack Propagation,earth_environmental_systems,Snow Slab Crown Crack Propagation,earth_environmental_systems,earth_family_05,"Candidate must show the temporal sequence that instantiates Snow Slab Crown Crack Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=雪板冠状裂缝传播; needed_candidates=3; production_gate=video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0011,B,Capillary-Driven Droplet Coalescence,physics_physical_systems,Capillary-Driven Droplet Coalescence,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Capillary-Driven Droplet Coalescence, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=毛细驱动液滴并合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0011,B,Capillary-Driven Droplet Coalescence demonstration,physics_physical_systems,Capillary-Driven Droplet Coalescence,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Capillary-Driven Droplet Coalescence, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=毛细驱动液滴并合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0011,B,Capillary-Driven Droplet Coalescence experiment video,physics_physical_systems,Capillary-Driven Droplet Coalescence,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Capillary-Driven Droplet Coalescence, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=毛细驱动液滴并合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0011,B,毛细驱动液滴并合 Capillary-Driven Droplet Coalescence,physics_physical_systems,Capillary-Driven Droplet Coalescence,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Capillary-Driven Droplet Coalescence, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=毛细驱动液滴并合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0018,B,Coherent Interference Pattern Formation,physics_physical_systems,Coherent Interference Pattern Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Coherent Interference Pattern Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=相干干涉图样形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0018,B,Coherent Interference Pattern Formation demonstration,physics_physical_systems,Coherent Interference Pattern Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Coherent Interference Pattern Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=相干干涉图样形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0018,B,Coherent Interference Pattern Formation experiment video,physics_physical_systems,Coherent Interference Pattern Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Coherent Interference Pattern Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=相干干涉图样形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0018,B,相干干涉图样形成 Coherent Interference Pattern Formation,physics_physical_systems,Coherent Interference Pattern Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Coherent Interference Pattern Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=相干干涉图样形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0016,B,Contact-Line Pinning and Depinning,physics_physical_systems,Contact-Line Pinning and Depinning,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Contact-Line Pinning and Depinning, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=接触线钉扎-脱钉; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0016,B,Contact-Line Pinning and Depinning demonstration,physics_physical_systems,Contact-Line Pinning and Depinning,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Contact-Line Pinning and Depinning, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=接触线钉扎-脱钉; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0016,B,Contact-Line Pinning and Depinning experiment video,physics_physical_systems,Contact-Line Pinning and Depinning,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Contact-Line Pinning and Depinning, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=接触线钉扎-脱钉; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0016,B,接触线钉扎-脱钉 Contact-Line Pinning and Depinning,physics_physical_systems,Contact-Line Pinning and Depinning,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Contact-Line Pinning and Depinning, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=接触线钉扎-脱钉; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0044,B,Detonation Front Propagation,physics_physical_systems,Detonation Front Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Detonation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=爆轰波前传播; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0044,B,Detonation Front Propagation demonstration,physics_physical_systems,Detonation Front Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Detonation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=爆轰波前传播; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0044,B,Detonation Front Propagation experiment video,physics_physical_systems,Detonation Front Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Detonation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=爆轰波前传播; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0044,B,爆轰波前传播 Detonation Front Propagation,physics_physical_systems,Detonation Front Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Detonation Front Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=爆轰波前传播; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0051,B,Dielectric Barrier Discharge Streamers,physics_physical_systems,Dielectric Barrier Discharge Streamers,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Dielectric Barrier Discharge Streamers, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=介质阻挡放电流光; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0051,B,Dielectric Barrier Discharge Streamers demonstration,physics_physical_systems,Dielectric Barrier Discharge Streamers,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Dielectric Barrier Discharge Streamers, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=介质阻挡放电流光; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0051,B,Dielectric Barrier Discharge Streamers experiment video,physics_physical_systems,Dielectric Barrier Discharge Streamers,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Dielectric Barrier Discharge Streamers, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=介质阻挡放电流光; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0051,B,介质阻挡放电流光 Dielectric Barrier Discharge Streamers,physics_physical_systems,Dielectric Barrier Discharge Streamers,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Dielectric Barrier Discharge Streamers, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=介质阻挡放电流光; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0049,B,Glow Discharge Propagation,physics_physical_systems,Glow Discharge Propagation,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Glow Discharge Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=辉光放电扩展; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0049,B,Glow Discharge Propagation demonstration,physics_physical_systems,Glow Discharge Propagation,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Glow Discharge Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=辉光放电扩展; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0049,B,Glow Discharge Propagation experiment video,physics_physical_systems,Glow Discharge Propagation,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Glow Discharge Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=辉光放电扩展; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0049,B,辉光放电扩展 Glow Discharge Propagation,physics_physical_systems,Glow Discharge Propagation,physics_physical_systems,physics_family_07,"Candidate must show the temporal sequence that instantiates Glow Discharge Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=辉光放电扩展; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0030,B,Granular Surface Avalanche,physics_physical_systems,Granular Surface Avalanche,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Granular Surface Avalanche, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=颗粒表面雪崩; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0030,B,Granular Surface Avalanche demonstration,physics_physical_systems,Granular Surface Avalanche,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Granular Surface Avalanche, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=颗粒表面雪崩; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0030,B,Granular Surface Avalanche experiment video,physics_physical_systems,Granular Surface Avalanche,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Granular Surface Avalanche, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=颗粒表面雪崩; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0030,B,颗粒表面雪崩 Granular Surface Avalanche,physics_physical_systems,Granular Surface Avalanche,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Granular Surface Avalanche, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=颗粒表面雪崩; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0036,B,Inertia-Driven Droplet Impact Spreading,physics_physical_systems,Inertia-Driven Droplet Impact Spreading,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Inertia-Driven Droplet Impact Spreading, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=惯性驱动液滴撞击铺展; needed_candidates=3; production_gate=must_show_impact_then_radial_spreading_sequence
vdcr_concept_0036,B,Inertia-Driven Droplet Impact Spreading demonstration,physics_physical_systems,Inertia-Driven Droplet Impact Spreading,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Inertia-Driven Droplet Impact Spreading, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=惯性驱动液滴撞击铺展; needed_candidates=3; production_gate=must_show_impact_then_radial_spreading_sequence
vdcr_concept_0036,B,Inertia-Driven Droplet Impact Spreading experiment video,physics_physical_systems,Inertia-Driven Droplet Impact Spreading,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Inertia-Driven Droplet Impact Spreading, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=惯性驱动液滴撞击铺展; needed_candidates=3; production_gate=must_show_impact_then_radial_spreading_sequence
vdcr_concept_0036,B,惯性驱动液滴撞击铺展 Inertia-Driven Droplet Impact Spreading,physics_physical_systems,Inertia-Driven Droplet Impact Spreading,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Inertia-Driven Droplet Impact Spreading, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=惯性驱动液滴撞击铺展; needed_candidates=3; production_gate=must_show_impact_then_radial_spreading_sequence
vdcr_concept_0037,B,Ligament-Mediated Atomization,physics_physical_systems,Ligament-Mediated Atomization,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Ligament-Mediated Atomization, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=液丝破碎雾化; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0037,B,Ligament-Mediated Atomization demonstration,physics_physical_systems,Ligament-Mediated Atomization,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Ligament-Mediated Atomization, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=液丝破碎雾化; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0037,B,Ligament-Mediated Atomization experiment video,physics_physical_systems,Ligament-Mediated Atomization,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Ligament-Mediated Atomization, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=液丝破碎雾化; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0037,B,液丝破碎雾化 Ligament-Mediated Atomization,physics_physical_systems,Ligament-Mediated Atomization,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Ligament-Mediated Atomization, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=液丝破碎雾化; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0041,B,Mach Cone Formation,physics_physical_systems,Mach Cone Formation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Mach Cone Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=马赫锥形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0041,B,Mach Cone Formation demonstration,physics_physical_systems,Mach Cone Formation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Mach Cone Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=马赫锥形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0041,B,Mach Cone Formation experiment video,physics_physical_systems,Mach Cone Formation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Mach Cone Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=马赫锥形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0041,B,马赫锥形成 Mach Cone Formation,physics_physical_systems,Mach Cone Formation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Mach Cone Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=马赫锥形成; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0054,B,Natural Convection Plume,physics_physical_systems,Natural Convection Plume,physics_physical_systems,physics_family_08,"Candidate must show the temporal sequence that instantiates Natural Convection Plume, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=自然对流羽流; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0054,B,Natural Convection Plume demonstration,physics_physical_systems,Natural Convection Plume,physics_physical_systems,physics_family_08,"Candidate must show the temporal sequence that instantiates Natural Convection Plume, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=自然对流羽流; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0054,B,Natural Convection Plume experiment video,physics_physical_systems,Natural Convection Plume,physics_physical_systems,physics_family_08,"Candidate must show the temporal sequence that instantiates Natural Convection Plume, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=自然对流羽流; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0054,B,自然对流羽流 Natural Convection Plume,physics_physical_systems,Natural Convection Plume,physics_physical_systems,physics_family_08,"Candidate must show the temporal sequence that instantiates Natural Convection Plume, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=自然对流羽流; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0040,B,Shock Wave Propagation,physics_physical_systems,Shock Wave Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock Wave Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=激波传播; needed_candidates=3; production_gate=must_show_clear_shock_front_or_compression_front_propagating_not_static_schlieren_frame
vdcr_concept_0040,B,Shock Wave Propagation demonstration,physics_physical_systems,Shock Wave Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock Wave Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=激波传播; needed_candidates=3; production_gate=must_show_clear_shock_front_or_compression_front_propagating_not_static_schlieren_frame
vdcr_concept_0040,B,Shock Wave Propagation experiment video,physics_physical_systems,Shock Wave Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock Wave Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=激波传播; needed_candidates=3; production_gate=must_show_clear_shock_front_or_compression_front_propagating_not_static_schlieren_frame
vdcr_concept_0040,B,激波传播 Shock Wave Propagation,physics_physical_systems,Shock Wave Propagation,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock Wave Propagation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=激波传播; needed_candidates=3; production_gate=must_show_clear_shock_front_or_compression_front_propagating_not_static_schlieren_frame
vdcr_concept_0045,B,Shock-Driven Rayleigh-Taylor Mixing,physics_physical_systems,Shock-Driven Rayleigh-Taylor Mixing,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock-Driven Rayleigh-Taylor Mixing, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=瑞利-泰勒冲击混合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0045,B,Shock-Driven Rayleigh-Taylor Mixing demonstration,physics_physical_systems,Shock-Driven Rayleigh-Taylor Mixing,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock-Driven Rayleigh-Taylor Mixing, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=瑞利-泰勒冲击混合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0045,B,Shock-Driven Rayleigh-Taylor Mixing experiment video,physics_physical_systems,Shock-Driven Rayleigh-Taylor Mixing,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock-Driven Rayleigh-Taylor Mixing, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=瑞利-泰勒冲击混合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0045,B,瑞利-泰勒冲击混合 Shock-Driven Rayleigh-Taylor Mixing,physics_physical_systems,Shock-Driven Rayleigh-Taylor Mixing,physics_physical_systems,physics_family_06,"Candidate must show the temporal sequence that instantiates Shock-Driven Rayleigh-Taylor Mixing, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=瑞利-泰勒冲击混合; needed_candidates=3; production_gate=video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_concept_0152,B,Amoeboid Chemotactic Crawling,biology_living_systems,Amoeboid Chemotactic Crawling,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Amoeboid Chemotactic Crawling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=变形虫式趋化爬行; needed_candidates=2; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0152,B,Amoeboid Chemotactic Crawling demonstration,biology_living_systems,Amoeboid Chemotactic Crawling,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Amoeboid Chemotactic Crawling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=变形虫式趋化爬行; needed_candidates=2; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0152,B,Amoeboid Chemotactic Crawling experiment video,biology_living_systems,Amoeboid Chemotactic Crawling,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Amoeboid Chemotactic Crawling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=变形虫式趋化爬行; needed_candidates=2; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0152,B,变形虫式趋化爬行 Amoeboid Chemotactic Crawling,biology_living_systems,Amoeboid Chemotactic Crawling,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Amoeboid Chemotactic Crawling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=变形虫式趋化爬行; needed_candidates=2; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
