id,candidate_id,candidate_knowledge_point,concept_id,concept_cluster_id,domain_seed,subdomain_seed,source_platform,source_url,license_or_usage_note,raw_duration_sec,local_media,contact_sheet,review_status,recommended_action,suggested_start_sec,suggested_end_sec,review_notes,v1_review_status,v1_seed_status,domain_target_gap,repeat_concept_rank,repeat_concept_cap,source_csv
vdcr_archive_b04_000007,vdcr_archive_b04_000007,Parametric Resonance,vdcr_concept_0020,vdcr_concept_0020,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/parametric-excitation-of-electric-oscillations,archive_license_verify_on_page,1199.5,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Parametric Resonance, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000008,vdcr_archive_b04_000008,Damped Oscillation,vdcr_concept_0022,vdcr_concept_0022,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/AssemblyLinesPodcast151,http://creativecommons.org/licenses/by-nc-sa/3.0/,1002.6,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Damped Oscillation, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000010,vdcr_archive_b04_000010,Damped Oscillation,vdcr_concept_0022,vdcr_concept_0022,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/vimeo-415215812,archive_license_verify_on_page,1205.5,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Damped Oscillation, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000011,vdcr_archive_b04_000011,Double Pendulum Chaos,vdcr_concept_0023,vdcr_concept_0023,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/whats-up-prof-walter-veith-martin-smith-amazing-discoveries-africa,https://creativecommons.org/licenses/by-nd/4.0/,1681.6,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Double Pendulum Chaos, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000016,vdcr_archive_b04_000016,Euler's Disk Motion,vdcr_concept_0026,vdcr_concept_0026,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/youtube-UqnPRProXJg,archive_license_verify_on_page,432.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Euler's Disk Motion, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000017,vdcr_archive_b04_000017,Elastic Pendulum Motion,vdcr_concept_0027,vdcr_concept_0027,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/blmtwpmiv-Try_This_at_Home,archive_license_verify_on_page,1647.6,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Elastic Pendulum Motion, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000018,vdcr_archive_b04_000018,Granular Convection,vdcr_concept_0029,vdcr_concept_0029,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/bigclive_20221202,https://creativecommons.org/licenses/by-nc-nd/4.0/,861.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Granular Convection, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000019,vdcr_archive_b04_000019,Stick-Slip Motion,vdcr_concept_0031,vdcr_concept_0031,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/my_favorite_brunette,http://creativecommons.org/licenses/publicdomain/,5212.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Stick-Slip Motion, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000020,vdcr_archive_b04_000020,Stick-Slip Motion,vdcr_concept_0031,vdcr_concept_0031,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/MartialLaw911,archive_license_verify_on_page,2634.3,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Stick-Slip Motion, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000023,vdcr_archive_b04_000023,Droplet Impact Spreading,vdcr_concept_0036,vdcr_concept_0036,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/c-19-propaganda-war-ade-to-avengers-sleepy-joe-5-months,http://creativecommons.org/publicdomain/mark/1.0/,3736.5,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Droplet Impact Spreading, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000029,vdcr_archive_b04_000029,Bow Shock,vdcr_concept_0042,vdcr_concept_0042,physics_physical_systems,physics_family_06,internet_archive,https://archive.org/details/boys_beware,http://creativecommons.org/licenses/publicdomain/,612.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Bow Shock, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000030,vdcr_archive_b04_000030,Bow Shock,vdcr_concept_0042,vdcr_concept_0042,physics_physical_systems,physics_family_06,internet_archive,https://archive.org/details/operation_ivy,archive_license_verify_on_page,1667.9,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Bow Shock, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000034,vdcr_archive_b04_000034,Film Boiling,vdcr_concept_0057,vdcr_concept_0057,physics_physical_systems,physics_family_08,internet_archive,https://archive.org/details/JoanAvoi1947,http://creativecommons.org/licenses/publicdomain/,625.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Film Boiling, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000036,vdcr_archive_b04_000036,Film Boiling,vdcr_concept_0057,vdcr_concept_0057,physics_physical_systems,physics_family_08,internet_archive,https://archive.org/details/ken.-burns.-the.-civil.-war.,archive_license_verify_on_page,3711.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Film Boiling, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000002,vdcr_archive_b07_000002,Wall Cloud Rotation,vdcr_concept_0193,vdcr_concept_0193,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/sm4c-urlfest,archive_license_verify_on_page,27533.7,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Wall Cloud Rotation, not merely an object, scene, or static result.",,new_candidate,8,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000004,vdcr_archive_b07_000004,Cutbank Erosion / Point-Bar Deposition,vdcr_concept_0197,vdcr_concept_0197,earth_environmental_systems,earth_family_02,internet_archive,https://archive.org/details/ZeldaMajorasMask_100p_655,archive_license_verify_on_page,267.9,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Cutbank Erosion / Point-Bar Deposition, not merely an object, scene, or static result.",,new_candidate,7,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000005,vdcr_archive_b07_000005,River Avulsion,vdcr_concept_0198,vdcr_concept_0198,earth_environmental_systems,earth_family_02,internet_archive,https://archive.org/details/FranklynMonkPodcast61Video,https://creativecommons.org/licenses/by-nc-sa/4.0/,1000.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates River Avulsion, not merely an object, scene, or static result.",,new_candidate,6,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000008,vdcr_archive_b07_000008,Internal Wave Propagation,vdcr_concept_0204,vdcr_concept_0204,earth_environmental_systems,earth_family_02,internet_archive,https://archive.org/details/reflectionandrefraction,archive_license_verify_on_page,1032.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Internal Wave Propagation, not merely an object, scene, or static result.",,new_candidate,5,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000009,vdcr_archive_b07_000009,Internal Wave Propagation,vdcr_concept_0204,vdcr_concept_0204,earth_environmental_systems,earth_family_02,internet_archive,https://archive.org/details/UC_Berkeley_FOM_2014_05_02_Walter_Freeman,archive_license_verify_on_page,5500.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Internal Wave Propagation, not merely an object, scene, or static result.",,new_candidate,4,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000010,vdcr_archive_b07_000010,Aa Lava Front Advance,vdcr_concept_0212,vdcr_concept_0212,earth_environmental_systems,earth_family_04,internet_archive,https://archive.org/details/thegrandcanyonchronicles,archive_license_verify_on_page,1409.2,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Aa Lava Front Advance, not merely an object, scene, or static result.",,new_candidate,3,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000011,vdcr_archive_b07_000011,Aa Lava Front Advance,vdcr_concept_0212,vdcr_concept_0212,earth_environmental_systems,earth_family_04,internet_archive,https://archive.org/details/kidchameleon-timeattackv2-truncated,archive_license_verify_on_page,958.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Aa Lava Front Advance, not merely an object, scene, or static result.",,new_candidate,2,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000015,vdcr_archive_b07_000015,Glacier Surge,vdcr_concept_0221,vdcr_concept_0221,earth_environmental_systems,earth_family_05,internet_archive,https://archive.org/details/PBS-TERRA-Weathered,archive_license_verify_on_page,650.7,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Glacier Surge, not merely an object, scene, or static result.",,new_candidate,1,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000016,vdcr_archive_b07_000016,Crown Fire Transition,vdcr_concept_0223,vdcr_concept_0223,earth_environmental_systems,earth_family_06,internet_archive,https://archive.org/details/SEVENSEALRISEOFDIVIDEDROMANEMPIREBABYLONANDPERSIAUPDATEDLATEST6IRANDESTROYMpeg2video,archive_license_verify_on_page,5126.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Crown Fire Transition, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000017,vdcr_archive_b07_000017,Crown Fire Transition,vdcr_concept_0223,vdcr_concept_0223,earth_environmental_systems,earth_family_06,internet_archive,https://archive.org/details/SEVENSEALRISEOFDIVIDEDROMANEMPIREBABYLONANDPERSIAUPDATEDLATEST6IRANDESTROYMpeg2video_201812,archive_license_verify_on_page,5126.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Crown Fire Transition, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000021,vdcr_archive_b07_000021,Spot Fire Propagation,vdcr_concept_0224,vdcr_concept_0224,earth_environmental_systems,earth_family_06,internet_archive,https://archive.org/details/new-coronavirusresearch-2021v-1.5,http://creativecommons.org/publicdomain/mark/1.0/,0.0,,,review,inspect_video,0.0,0.0,"Candidate must show the temporal sequence that instantiates Spot Fire Propagation, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000023,vdcr_archive_b07_000023,Storm Surge Propagation,vdcr_concept_0236,vdcr_concept_0236,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/the-endless-voyage-01-the-water-planet,http://creativecommons.org/publicdomain/mark/1.0/,1604.3,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Storm Surge Propagation, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000012,vdcr_archive_earth_000012,Ice Cliff Calving,vdcr_concept_0218,vdcr_concept_0218,earth_environmental_systems,earth_family_05,internet_archive,https://archive.org/details/frozen-planet-ii,archive_license_verify_on_page,3629.4,,,review,inspect_video,0.0,60.0,Candidate must show ice fracture/detachment and falling into water over time.,,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000015,vdcr_archive_earth_000015,Ice Cliff Calving,vdcr_concept_0218,vdcr_concept_0218,earth_environmental_systems,earth_family_05,internet_archive,https://archive.org/details/deadly-mantis-1957-colorized,archive_license_verify_on_page,4716.3,,,review,inspect_video,0.0,60.0,Candidate must show ice fracture/detachment and falling into water over time.,,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000021,vdcr_archive_earth_000021,Dune Slip-Face Avalanche,vdcr_concept_0231,vdcr_concept_0231,earth_environmental_systems,earth_family_07,internet_archive,https://archive.org/details/youtube-78-YFytlyEU,archive_license_verify_on_page,454.5,,,review,inspect_video,0.0,60.0,Candidate must show granular sand sliding down a dune slip face over time.,,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000037,vdcr_archive_earth_000037,Gust Front Propagation,vdcr_concept_0194,vdcr_concept_0194,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/thehorrorofitallreel2,archive_license_verify_on_page,1767.6,,,review,inspect_video,0.0,60.0,Candidate must show a gust front or shelf-cloud boundary advancing over time.,,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000038,vdcr_archive_earth_000038,Gust Front Propagation,vdcr_concept_0194,vdcr_concept_0194,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/0707_Atomic_Bomb_Blast_Effects,archive_license_verify_on_page,510.9,,,review,inspect_video,0.0,60.0,Candidate must show a gust front or shelf-cloud boundary advancing over time.,,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000026,vdcr_archive_b07_000026,Wave Refraction,vdcr_concept_0238,vdcr_concept_0238,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/MIT8.03SCF16,http://creativecommons.org/licenses/by-nc-sa/3.0/,77.3,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Wave Refraction, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000001,vdcr_archive_b08_000001,Magnetic Reconnection,vdcr_concept_0047,vdcr_concept_0047,physics_physical_systems,physics_family_07,internet_archive,https://archive.org/details/CIL-10110,archive_license_verify_on_page,44.3,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Magnetic Reconnection, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000007,vdcr_archive_b08_000007,Solar Prominence Eruption,vdcr_concept_0052,vdcr_concept_0052,physics_physical_systems,physics_family_07,internet_archive,https://archive.org/details/youtube-XVINKRi-eUo,archive_license_verify_on_page,53.9,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Solar Prominence Eruption, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000011,vdcr_archive_b08_000011,Coronal Mass Ejection,vdcr_concept_0053,vdcr_concept_0053,physics_physical_systems,physics_family_07,internet_archive,https://archive.org/details/CIL-10076,archive_license_verify_on_page,27.7,,,review,inspect_video,0.0,27.7,"Candidate must show the temporal sequence that instantiates Coronal Mass Ejection, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000019,vdcr_archive_b08_000019,Glacier Creep,vdcr_concept_0215,vdcr_concept_0215,earth_environmental_systems,earth_family_05,internet_archive,https://archive.org/details/tributeskyking_202204,archive_license_verify_on_page,116.7,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Glacier Creep, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000007,vdcr_archive_b07_000007,Longshore Drift,vdcr_concept_0203,vdcr_concept_0203,earth_environmental_systems,earth_family_02,internet_archive,https://archive.org/details/papua-new-guinea-tidal-wave-tragedy-situation-update-360p,http://creativecommons.org/publicdomain/mark/1.0/,193.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Longshore Drift, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000025,vdcr_archive_b07_000025,Wave Refraction,vdcr_concept_0238,vdcr_concept_0238,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/MIT8.03F04,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,459.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Wave Refraction, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000008,vdcr_archive_b08_000008,Coronal Mass Ejection,vdcr_concept_0053,vdcr_concept_0053,physics_physical_systems,physics_family_07,internet_archive,https://archive.org/details/NasaConnect-DancingInTheNightSky,archive_license_verify_on_page,1710.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Coronal Mass Ejection, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000020,vdcr_archive_b08_000020,Glacier Creep,vdcr_concept_0215,vdcr_concept_0215,earth_environmental_systems,earth_family_05,internet_archive,https://archive.org/details/45984-castle-films-glacier-national-park_202103,archive_license_verify_on_page,585.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Glacier Creep, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000021,vdcr_archive_b08_000021,Sea-Cliff Retreat,vdcr_concept_0239,vdcr_concept_0239,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/planet_earth_2_bbc,archive_license_verify_on_page,3669.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Sea-Cliff Retreat, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000022,vdcr_archive_b08_000022,Sea-Cliff Retreat,vdcr_concept_0239,vdcr_concept_0239,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/america13themoreabundantlifereel2,archive_license_verify_on_page,1433.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Sea-Cliff Retreat, not merely an object, scene, or static result.",,new_candidate,32,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b08_000023,vdcr_archive_b08_000023,Sea-Cliff Retreat,vdcr_concept_0239,vdcr_concept_0239,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/gullivers-travels-1939,http://creativecommons.org/publicdomain/mark/1.0/,4581.2,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Sea-Cliff Retreat, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000021,vdcr_archive_b03_000021,Phototropism,vdcr_concept_0143,vdcr_concept_0143,biology_living_systems,biology_family_04,internet_archive,https://archive.org/details/youtube-iIhEhlRv9H4,archive_license_verify_on_page,59.2,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Phototropism, not merely an object, scene, or static result.",revise,new_candidate,31,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b02_000009,vdcr_archive_b02_000009,Belousov-Zhabotinsky Reaction,vdcr_concept_0073,vdcr_concept_0073,chemistry_materials_change,materials_family_03,internet_archive,https://archive.org/details/youtube-4rYX4ROqRlg,archive_license_verify_on_page,60.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Belousov-Zhabotinsky Reaction, not merely an object, scene, or static result.",review,new_candidate,31,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b02_000048,vdcr_archive_b02_000048,Murmuration,vdcr_concept_0114,vdcr_concept_0114,biology_living_systems,biology_family_01,internet_archive,https://archive.org/details/dscn-3699,https://creativecommons.org/publicdomain/mark/1.0/,17.1,,,review,inspect_video,0.0,17.1,"Candidate must show the temporal sequence that instantiates Murmuration, not merely an object, scene, or static result.",review,new_candidate,30,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b02_000078,vdcr_archive_b02_000078,Rabona,,rabona,biology_living_systems,biology_family_03,internet_archive,https://archive.org/details/acidplanet-audio-01101032,archive_license_verify_on_page,3.0,,,review,inspect_video,0.0,3.0,"Candidate must show the temporal sequence that instantiates Rabona, not merely an object, scene, or static result.",review,new_candidate,29,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000025,vdcr_archive_b03_000025,Thigmonasty,vdcr_concept_0146,vdcr_concept_0146,biology_living_systems,biology_family_04,internet_archive,https://archive.org/details/wikimedia-org-Mimosa_pudica_leaves_folding_when_touched_1,archive_license_verify_on_page,36.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Thigmonasty, not merely an object, scene, or static result.",review,new_candidate,28,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000026,vdcr_archive_b03_000026,Thigmonasty,vdcr_concept_0146,vdcr_concept_0146,biology_living_systems,biology_family_04,internet_archive,https://archive.org/details/wikimedia-org-Mimosa_pudica_leaves_folding_when_touched_2,archive_license_verify_on_page,21.1,,,review,inspect_video,0.0,21.1,"Candidate must show the temporal sequence that instantiates Thigmonasty, not merely an object, scene, or static result.",review,new_candidate,27,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_commons_mr7_000001,vdcr_commons_mr7_000001,Ciliary Beating,vdcr_concept_0158,vdcr_concept_0158,biology_living_systems,biology_family_05,wikimedia_commons,https://commons.wikimedia.org/wiki/File:The-Behaviour-of-Both-Listeria-monocytogenes-and-Rat-Ciliated-Ependymal-Cells-Is-Altered-during-pone.0010450.s001.ogv,CC-BY-2.5 Commons/PLOS supplementary movie,13.0,,,review,inspect_video,0.0,13.0,"Candidate must show rhythmic ciliary strokes over time, not just a cell edge or static cilia morphology.",review,new_candidate,26,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000038,vdcr_archive_b03_000038,Gastrulation,vdcr_concept_0175,vdcr_concept_0175,biology_living_systems,biology_family_08,internet_archive,https://archive.org/details/af-amphibian-embryo-frog-toad-and-salamander,archive_license_verify_on_page,950.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Gastrulation, not merely an object, scene, or static result.",review,new_candidate,25,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_commons_mr4_000001,vdcr_commons_mr4_000001,Ciliary Beating,vdcr_concept_0158,vdcr_concept_0158,biology_living_systems,biology_family_05,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Vorticella_vortex_DSC_1703.webm,Commons page/license review needed,0.0,,,review,inspect_video,0.0,0.0,"Candidate must show rhythmic coordinated ciliary beating or cilia-driven flow, not merely a microorganism in view.",review,new_candidate,24,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b05_000007,vdcr_archive_b05_000007,Diffusion Flame,vdcr_concept_0090,vdcr_concept_0090,chemistry_materials_change,materials_family_07,internet_archive,https://archive.org/details/MSFC-0300183,archive_license_verify_on_page,21.0,,,review,inspect_video,0.0,21.0,"Candidate must show the temporal sequence that instantiates Diffusion Flame, not merely an object, scene, or static result.",review,new_candidate,30,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_commons_mr20_000005,vdcr_commons_mr20_000005,Slime Mold Aggregation,vdcr_concept_0189,vdcr_concept_0189,biology_living_systems,biology_family_10,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Timelapse_of_Slime_Mould.webm,Commons license verify on page,64.0,,,review,inspect_video,0,64.0,Requires seeing slime-mold mass aggregate or reorganize through time rather than recognizing a static slime mold.,review,new_candidate,23,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b05_000001,vdcr_archive_b05_000001,Reaction-Diffusion Wave,vdcr_concept_0079,vdcr_concept_0079,chemistry_materials_change,materials_family_04,internet_archive,https://archive.org/details/ClaudiusMaximus_-_rdex_2010-05-22,http://creativecommons.org/licenses/by/3.0/,900.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Reaction-Diffusion Wave, not merely an object, scene, or static result.",review,new_candidate,29,2,3,data/vdcr_candidate_videos_combined_v1.csv
curated_002001,curated_002001,Iodine Clock Reaction,vdcr_concept_0070,vdcr_concept_0070,chemistry_materials_change,materials_family_03,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Iodine_Clock_Reaction.ogv,wikimedia_commons_license_verify_on_page,126.0,media/vdcr_curated_chemistry_v2/curated_002001.ogv,reports/vdcr_v2_curated_chemistry_sparse_sheets/curated_002001_sparse.jpg,review,inspect_video,0.0,30.0,"Candidate should show the delayed rapid color change of an iodine clock reaction, not merely a static flask or explanatory setup.",,new_candidate,28,2,3,data/vdcr_candidate_videos_curated_chemistry_v2.csv
curated_002003,curated_002003,Chemical Garden Growth,vdcr_concept_0076,vdcr_concept_0076,chemistry_materials_change,materials_family_04,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Growth_of_a_chemical_garden.ogv,wikimedia_commons_license_verify_on_page,32.0,media/vdcr_curated_chemistry_v2/curated_002003.ogv,reports/vdcr_v2_curated_chemistry_sparse_sheets/curated_002003_sparse.jpg,review,inspect_video,0.0,32.0,"Candidate should show mineral tube growth over time in a chemical garden, not merely the final grown structure.",,new_candidate,27,2,3,data/vdcr_candidate_videos_curated_chemistry_v2.csv
curated_002006,curated_002006,Briggs-Rauscher Reaction,vdcr_concept_0074,vdcr_concept_0074,chemistry_materials_change,materials_family_03,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Briggs%E2%80%93Rauscher_reaction.webm,CC BY-SA 4.0 verify_on_page,32.0,media/vdcr_curated_chemistry_v2/curated_002006.webm,reports/vdcr_v2_curated_chemistry_sparse_sheets/curated_002006_sparse.jpg,review,inspect_video,0.0,32.0,"Candidate should show oscillating color changes characteristic of the Briggs-Rauscher reaction, not merely a static reaction vessel.",,new_candidate,26,2,3,data/vdcr_candidate_videos_curated_chemistry_v2.csv
curated_003002,curated_003002,Phototropism,vdcr_concept_0143,vdcr_concept_0143,biology_living_systems,biology_family_04,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Azuki_Bean_phototropism.ogv,public_domain_verify_on_page,34.0,media/vdcr_curated_expansion_v2/curated_003002.ogv,reports/vdcr_v2_curated_expansion_sparse_sheets/curated_003002_sparse.jpg,review,inspect_video,0.0,34.0,"Candidate should show plant bending/growth direction change in response to light over time, not merely a static plant orientation.",,new_candidate,22,3,3,data/vdcr_candidate_videos_curated_expansion_v2.csv
