id,source_id,candidate_knowledge_point,direct_url,page_url,title,mime,duration_sec,local_media,segment_start_sec,segment_end_sec
vdcr_commons_mr34_000005_metadata_clean,vdcr_commons_mr34_000005,Bacterial Swarming Motility,https://upload.wikimedia.org/wikipedia/commons/4/47/Genome-sequence-of-the-pattern-forming-Paenibacillus-vortex-bacterium-reveals-potential-for-1471-2164-11-710-S2.ogv,https://commons.wikimedia.org/wiki/File:Genome-sequence-of-the-pattern-forming-Paenibacillus-vortex-bacterium-reveals-potential-for-1471-2164-11-710-S2.ogv,Bacterial Swarming Motility metadata-clean derivative,video/mp4,20.100,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000005_metadata_clean.mp4,0.000,20.100
vdcr_commons_mr35_000001_crop_metadata_clean,vdcr_commons_mr35_000001,Wind-Driven Fire-Front Propagation,https://upload.wikimedia.org/wikipedia/commons/6/66/Explosive_Growth_of_the_Ranger_Road_Fire_(CIRA_2026-02-18_-_nolabels).webm,https://commons.wikimedia.org/wiki/File:Explosive_Growth_of_the_Ranger_Road_Fire_(CIRA_2026-02-18_-_nolabels).webm,Wind-Driven Fire-Front Propagation cropped metadata-clean derivative,video/mp4,19.519,media/vdcr_segments_pilot_v1/vdcr_commons_mr35_000001_crop_metadata_clean.mp4,0.000,19.520
vdcr_commons_mr36_000001_crop_metadata_clean,vdcr_commons_mr36_000001,Droplet Rebound,https://upload.wikimedia.org/wikipedia/commons/c/c4/Superhydrophobic-like-tunable-droplet-bouncing-on-slippery-liquid-interfaces-ncomms8986-s5.ogv,https://commons.wikimedia.org/wiki/File:Superhydrophobic-like-tunable-droplet-bouncing-on-slippery-liquid-interfaces-ncomms8986-s5.ogv,Droplet Rebound cropped metadata-clean derivative,video/mp4,10.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000001_crop_metadata_clean.mp4,0.000,10.000
vdcr_commons_mr36_000002_crop_metadata_clean,vdcr_commons_mr36_000002,Pollen Tube Chemotropic Growth,https://upload.wikimedia.org/wikipedia/commons/3/34/Distinct-short-range-ovule-signals-attract-or-repel-Arabidopsis-thaliana-pollen-tubes-in-vitro-1471-2229-6-7-S2.ogv,https://commons.wikimedia.org/wiki/File:Distinct-short-range-ovule-signals-attract-or-repel-Arabidopsis-thaliana-pollen-tubes-in-vitro-1471-2229-6-7-S2.ogv,Pollen Tube Chemotropic Growth cropped metadata-clean derivative,video/mp4,6.750,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000002_crop_metadata_clean.mp4,0.000,6.750
vdcr_commons_mr36_000003_crop_metadata_clean,vdcr_commons_mr36_000003,Root Hair Tip Growth,https://upload.wikimedia.org/wikipedia/commons/7/75/Overlapping-and-divergent-signaling-pathways-for-ARK1-and-AGD1-in-the-control-of-root-hair-polarity-Movie1.ogv,https://commons.wikimedia.org/wiki/File:Overlapping-and-divergent-signaling-pathways-for-ARK1-and-AGD1-in-the-control-of-root-hair-polarity-Movie1.ogv,Root Hair Tip Growth cropped metadata-clean derivative,video/mp4,15.250,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000003_crop_metadata_clean.mp4,0.000,15.250
vdcr_commons_mr37_000001_crop_metadata_clean,vdcr_commons_mr37_000001,Seismic Wave Propagation,https://upload.wikimedia.org/wikipedia/commons/7/7c/Lp1989plan_hires.webm,https://commons.wikimedia.org/wiki/File:Lp1989plan_hires.webm,Seismic Wave Propagation cropped metadata-clean derivative,video/mp4,75.100,media/vdcr_segments_pilot_v1/vdcr_commons_mr37_000001_crop_metadata_clean.mp4,0.000,75.100
vdcr_commons_mr38_000001_crop_metadata_clean,vdcr_commons_mr38_000001,Stokes Flow Kinematic Reversibility,https://upload.wikimedia.org/wikipedia/commons/f/f2/Laminar_Flow_2.webm,https://commons.wikimedia.org/wiki/File:Laminar_Flow_2.webm,Stokes Flow Kinematic Reversibility cropped metadata-clean derivative,video/mp4,88.055,media/vdcr_segments_pilot_v1/vdcr_commons_mr38_000001_crop_metadata_clean.mp4,0.000,88.055
vdcr_commons_mr40_000001_crop_metadata_clean,vdcr_commons_mr40_000001,Benedict Positive Reducing-Sugar Reaction,https://upload.wikimedia.org/wikipedia/commons/1/16/117._%D0%91%D0%B5%D0%BD%D0%B5%D0%B4%D0%B8%D0%BA%D1%82%D0%BE%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm,https://commons.wikimedia.org/wiki/File:117._%D0%91%D0%B5%D0%BD%D0%B5%D0%B4%D0%B8%D0%BA%D1%82%D0%BE%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm,Benedict Positive Reducing-Sugar Reaction cropped metadata-clean derivative,video/mp4,57.560,media/vdcr_segments_pilot_v1/vdcr_commons_mr40_000001_crop_metadata_clean.mp4,0.000,57.560
vdcr_commons_mr41_000001_crop_metadata_clean,vdcr_commons_mr41_000001,Cutbank Erosion / Point-Bar Deposition,https://upload.wikimedia.org/wikipedia/commons/b/bb/Padma_River_Time_Series_(1988-2018).webm,https://commons.wikimedia.org/wiki/File:Padma_River_Time_Series_(1988-2018).webm,Cutbank Erosion / Point-Bar Deposition cropped metadata-clean derivative,video/mp4,55.900,media/vdcr_segments_pilot_v1/vdcr_commons_mr41_000001_crop_metadata_clean.mp4,0.000,55.900
vdcr_commons_mr42_000001_worthington_jet_clean,vdcr_commons_mr42_000001,Worthington Jet,https://upload.wikimedia.org/wikipedia/commons/6/68/MakingASplash.webm,https://commons.wikimedia.org/wiki/File:MakingASplash.webm,Worthington Jet cropped metadata-clean derivative,video/mp4,9.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr42_000001_worthington_jet_clean.mp4,36.000,45.000
vdcr_public_mr43_000002_biofilm_expansion_clean,vdcr_public_mr43_000002,Biofilm Colony Expansion Dynamics,https://nigms.nih.gov/sites/nigms/files/image-and-video-gallery/Biofilm_blocking_fluid_flow.mp4,https://nigms.nih.gov/image-gallery/3446,Biofilm Colony Expansion Dynamics metadata-clean derivative,video/mp4,8.250,media/vdcr_segments_pilot_v1/vdcr_public_mr43_000002_biofilm_expansion_clean.mp4,0.000,8.250
vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean,vdcr_public_mr44_000003,Electrodeposition Dendrite Growth,https://pmc.ncbi.nlm.nih.gov/articles/instance/9013362/bin/41598_2022_10082_MOESM3_ESM.wmv,https://pmc.ncbi.nlm.nih.gov/articles/PMC9013362/,Electrodeposition Dendrite Growth experimental video-only clean derivative,video/mp4,30.800,media/vdcr_segments_pilot_v1/vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean.mp4,0.000,30.800
vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean,vdcr_public_mr45_000001,Dune Slip-Face Grain Avalanche,https://www.nps.gov/nps-audiovideo/audiovideo/1a79352d-7f75-4236-a750-e87ee0472574720p.mp4,https://home.nps.gov/media/video/view.htm?id=899DBB31-8EC7-42BA-A719-A880E58D823B,Dune Slip-Face Grain Avalanche textless cropped derivative,video/mp4,7.107,media/vdcr_segments_pilot_v1/vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean.mp4,7.500,14.600
vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean,vdcr_public_mr46_000001,Capillary Rise / Wicking,https://usgs-ocapsv2-public-input-media.s3.us-west-2.amazonaws.com/assets/palladium/production/s3fs-public/atoms/video/CapillaryAction_4.mp4,https://www.usgs.gov/media/videos/capillary-action-and-water,Capillary Rise / Wicking cropped experiment derivative,video/mp4,19.000,media/vdcr_segments_pilot_v1/vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean.mp4,78.500,97.500
vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean,vdcr_public_mr47_000001,Mitotic Chromosome Segregation,https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0000053.s005,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000053,Mitotic Chromosome Segregation cropped microscopy derivative,video/mp4,76.667,media/vdcr_segments_pilot_v1/vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean.mp4,0.000,76.667
vdcr_public_mr48_000001_droplet_spreading_retraction_clean,vdcr_public_mr48_000001,Droplet Spreading and Retraction,https://upload.wikimedia.org/wikipedia/commons/9/91/Water-droplet-impact-on-elastic-superhydrophobic-surfaces-srep30328-s6.ogv,https://commons.wikimedia.org/wiki/File:Water-droplet-impact-on-elastic-superhydrophobic-surfaces-srep30328-s6.ogv,Droplet spreading and retraction cropped clean derivative,video/mp4,2.800,media/vdcr_segments_pilot_v1/vdcr_public_mr48_000001_droplet_spreading_retraction_clean.mp4,0.000,2.800
vdcr_public_mr49_000001_flame_blowoff_clean,vdcr_public_mr49_000001,Flame Blowoff,https://upload.wikimedia.org/wikipedia/commons/6/62/Webp.net-gifmaker_%281%29.gif,https://commons.wikimedia.org/wiki/File:Webp.net-gifmaker_(1).gif,Flame Blowoff metadata-clean GIF derivative,video/mp4,3.500,media/vdcr_segments_pilot_v1/vdcr_public_mr49_000001_flame_blowoff_clean.mp4,0.000,3.500
