media_asset_id,video_id,source_id,file_path,original_local_media,source_url,direct_url,license_or_usage_note,is_derivative,start_sec,end_sec,transform_note,sha256,bytes,status,error
vdcr_v1_000047,vdcr_000047,vdcr_commons_mr11_000003,release/media/videos/vdcr_v1_000047.webm,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000003.ogv,https://commons.wikimedia.org/wiki/File:Rabies-Virus-Hijacks-and-Accelerates-the-p75NTR-Retrograde-Axonal-Transport-Machinery-ppat.1004348.s005.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/1a/Rabies-Virus-Hijacks-and-Accelerates-the-p75NTR-Retrograde-Axonal-Transport-Machinery-ppat.1004348.s005.ogv/Rabies-Virus-Hijacks-and-Accelerates-the-p75NTR-Retrograde-Axonal-Transport-Machinery-ppat.1004348.s005.ogv.360p.webm,CC BY 4.0,false,,,,94e88ddf5818a82d007a87173bd8c9c397eeb9a4768e56609a5638894d3e31ef,178372,downloaded,
vdcr_v1_000048,vdcr_000048,vdcr_commons_mr11_000004,release/media/videos/vdcr_v1_000048.webm,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000004.webm,https://commons.wikimedia.org/wiki/File:%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%BE%D1%84%D0%B8%D0%BB_%D0%BA%D1%80%D0%BE%D0%B2%D0%B8_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0_%D1%84%D0%B0%D0%B3%D0%BE%D1%86%D0%B8%D1%82%D0%B8%D1%80%D1%83%D0%B5%D1%82_%D0%B1%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D1%8E.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0a/%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%BE%D1%84%D0%B8%D0%BB_%D0%BA%D1%80%D0%BE%D0%B2%D0%B8_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0_%D1%84%D0%B0%D0%B3%D0%BE%D1%86%D0%B8%D1%82%D0%B8%D1%80%D1%83%D0%B5%D1%82_%D0%B1%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D1%8E.webm/%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%BE%D1%84%D0%B8%D0%BB_%D0%BA%D1%80%D0%BE%D0%B2%D0%B8_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0_%D1%84%D0%B0%D0%B3%D0%BE%D1%86%D0%B8%D1%82%D0%B8%D1%80%D1%83%D0%B5%D1%82_%D0%B1%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D1%8E.webm.360p.webm,CC BY 4.0,false,,,,931d830ead1c78d0498a19e51e372a19bfad09bbcb4494dee44ace1ffe709f67,3711624,downloaded,
vdcr_v1_000049,vdcr_000049,vdcr_commons_mr12_000002,release/media/videos/vdcr_v1_000049.webm,media/vdcr_commons_manual_segments_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio.webm,https://commons.wikimedia.org/wiki/File:Bondo_Aug_2017.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c1/Bondo_Aug_2017.webm/Bondo_Aug_2017.webm.360p.webm,CC0,true,0.0,40.0,seg_000000_040000_noaudio,c4c8f42a5873ac715ce33d3048d434ca224b56cfb3bf0c56aecce251d63c464f,860974,rebuilt_segment,
vdcr_v1_000050,vdcr_000050,vdcr_commons_mr12_000003,release/media/videos/vdcr_v1_000050.webm,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000003.gif,https://commons.wikimedia.org/wiki/File:Plunging_breaker_single.gif,https://upload.wikimedia.org/wikipedia/commons/7/7f/Plunging_breaker_single.gif,CC BY-SA 2.0 DE,false,,,,d4dee98a1def2c3eeb2f36181defd81bd85c75c545cad1ee6e8522097c4870c3,23291,downloaded,
vdcr_v1_000051,vdcr_000051,vdcr_commons_mr12_000005,release/media/videos/vdcr_v1_000051.webm,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000005.webm,https://commons.wikimedia.org/wiki/File:Pyrocumulonimbus_Billow_From_Alberta_Wildfires_(CIRA_2025-05-30_-_nolabels).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/53/Pyrocumulonimbus_Billow_From_Alberta_Wildfires_(CIRA_2025-05-30_-_nolabels).webm/Pyrocumulonimbus_Billow_From_Alberta_Wildfires_(CIRA_2025-05-30_-_nolabels).webm.360p.webm,Public domain NOAA,false,,,,f78644210668e0fbc6e2f9ac96efdefccd0364354a969c16484b4a71961857c1,422105,downloaded,
vdcr_v1_000052,vdcr_000052,vdcr_commons_mr13_000001,release/media/videos/vdcr_v1_000052.webm,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000001.ogv,https://commons.wikimedia.org/wiki/File:Cavitation_in_a_gear_pump.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/67/Cavitation_in_a_gear_pump.ogv/Cavitation_in_a_gear_pump.ogv.360p.webm,CC0,false,,,,d2eea09d902863c7d4250f97488f7c0c19b67c9e4fa0f1843f5d339f94733b09,3613487,downloaded,
vdcr_v1_000053,vdcr_000053,vdcr_commons_mr13_000003,release/media/videos/vdcr_v1_000053.webm,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000003.webm,https://commons.wikimedia.org/wiki/File:Chemical_traffic_light_reaction_time-lapse.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/00/Chemical_traffic_light_reaction_time-lapse.webm/Chemical_traffic_light_reaction_time-lapse.webm.360p.webm,CC BY-SA 4.0/GFDL,false,,,,ae9ef75cbf05574987415a4a043f7a9b339e1c9365ddf99b858e82dd01ccea53,3591889,downloaded,
vdcr_v1_000055,vdcr_000055,vdcr_commons_mr14_000001,release/media/videos/vdcr_v1_000055.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000001_seg_000000_031270_noaudio.webm,https://commons.wikimedia.org/wiki/File:Separating-hydrogen-and-oxygen-evolution-in-alkaline-water-electrolysis-using-nickel-hydroxide-ncomms11741-s4.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0a/Separating-hydrogen-and-oxygen-evolution-in-alkaline-water-electrolysis-using-nickel-hydroxide-ncomms11741-s4.ogv/Separating-hydrogen-and-oxygen-evolution-in-alkaline-water-electrolysis-using-nickel-hydroxide-ncomms11741-s4.ogv.360p.webm,CC BY 4.0 Commons/Nature Communications supplementary movie,true,0.0,31.27,seg_000000_031270_noaudio,e24ebec43035b9557afbf8b25a2f64be11b7ebb6e2a46d17478f41a30f107ec4,929042,rebuilt_segment,
vdcr_v1_000056,vdcr_000056,vdcr_commons_mr14_000004,release/media/videos/vdcr_v1_000056.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000004_seg_000000_016667_clean.webm,https://commons.wikimedia.org/wiki/File:Mutation-of-Growth-Arrest-Specific-8-Reveals-a-Role-in-Motile-Cilia-Function-and-Human-Disease-pgen.1006220.s002.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/11/Mutation-of-Growth-Arrest-Specific-8-Reveals-a-Role-in-Motile-Cilia-Function-and-Human-Disease-pgen.1006220.s002.ogv/Mutation-of-Growth-Arrest-Specific-8-Reveals-a-Role-in-Motile-Cilia-Function-and-Human-Disease-pgen.1006220.s002.ogv.360p.webm,CC BY 4.0 Commons/PLOS Genetics supplementary movie,true,0.0,16.667,seg_000000_016667_clean,701b34f1fa1bf32979b4cdf910216fc9aba9276063ecb0cee4e42b522ebd2e34,58398,rebuilt_segment,
vdcr_v1_000057,vdcr_000057,vdcr_commons_mr15_000001,release/media/videos/vdcr_v1_000057.gif,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000001.gif,https://commons.wikimedia.org/wiki/File:Gyroscope_precession.gif,https://upload.wikimedia.org/wikipedia/commons/8/82/Gyroscope_precession.gif,Public domain Commons animation,false,,,,6583a6ca3abf90c962a7440f102c335204c5e8dd927e5d20e39ea99b496476b5,228947,existing_release,
vdcr_v1_000058,vdcr_000058,vdcr_commons_mr15_000004,release/media/videos/vdcr_v1_000058.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean.webm,https://serc.carleton.edu/details/files/31382.html,https://serc.carleton.edu/download/files/31382/turbidity_currents.mp4,CC BY-NC-SA 3.0 noncommercial educational media; final release audit required,true,36.0,79.0,seg_036000_079000_clean,28325b08d693a9450fead7d2170673b5744b46685bb4bce6fd51eba81b4c7648,2000628,existing_release,
vdcr_v1_000059,vdcr_000059,vdcr_commons_mr15_000005,release/media/videos/vdcr_v1_000059.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000005_seg_000000_051000_crop_clean.webm,https://commons.wikimedia.org/wiki/File:Nachtkerze02-50p.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/65/Nachtkerze02-50p.ogv/Nachtkerze02-50p.ogv.360p.webm,CC BY-SA 3.0 Commons own-work video,true,0.0,51.0,seg_000000_051000_crop_clean,b00adc694493f1e361429fedf85e38bbcd615285acfbcaaac1b4557908c3e873,541076,rebuilt_segment,
vdcr_v1_000060,vdcr_000060,vdcr_commons_mr16_000001,release/media/videos/vdcr_v1_000060.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean.webm,https://commons.wikimedia.org/wiki/File:Slow-motion_video_of_flame_front_extending_along_a_channel.webm,https://upload.wikimedia.org/wikipedia/commons/c/c2/Slow-motion_video_of_flame_front_extending_along_a_channel.webm,CC BY-SA 4.0 Commons own-work video; clean derivative required,true,0.0,15.206,seg_000000_015206_clean,34d71c0c6fc876a78be4ba536060cabfeabf313dc1dc5d5096e78158419c333a,166527,existing_release,
vdcr_v1_000061,vdcr_000061,vdcr_commons_mr17_000002,release/media/videos/vdcr_v1_000061.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean.webm,https://commons.wikimedia.org/wiki/File:Silver.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/ef/Silver.webm/Silver.webm.360p.webm,CC BY 4.0 Commons own-work microscopy video; clean derivative required,true,0.0,31.371,seg_000000_031371_clean,9c7f0ee555d8d1629b0686a751782e0399355051ec04b1d4349b0ae9e039b239,2500672,rebuilt_segment,
vdcr_v1_000062,vdcr_000062,vdcr_commons_mr17_000004,release/media/videos/vdcr_v1_000062.webm,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000004.gif,https://commons.wikimedia.org/wiki/File:Gravitropism_in_Roots.gif,https://upload.wikimedia.org/wikipedia/commons/b/bc/Gravitropism_in_Roots.gif,CC BY-SA 4.0 Commons own-work animation,false,,,,7250f7e032a51487a33847b23d8778472364f8f944bf06c83d16303b789c7ee5,359122,downloaded,
vdcr_v1_000063,vdcr_000063,vdcr_commons_mr17_000006,release/media/videos/vdcr_v1_000063.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,https://commons.wikimedia.org/wiki/File:Tornado_time_lapse.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/fa/Tornado_time_lapse.webm/Tornado_time_lapse.webm.360p.webm,CC BY-SA 4.0,true,0.0,36.218,seg_000000_036218_clean,9e33a278e6b32464ef8da2461a6c94f8ce0378f6788487c2c84aad90e5a65684,713881,rebuilt_segment,
vdcr_v1_000064,vdcr_000064,vdcr_commons_mr17_000007,release/media/videos/vdcr_v1_000064.webm,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000007.ogv,https://commons.wikimedia.org/wiki/File:Water_drop_animation_enhanced.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/57/Water_drop_animation_enhanced.ogv/Water_drop_animation_enhanced.ogv.360p.webm,CC BY-SA 3.0 Commons slow-motion animation; no-audio derivative if admitted,false,,,,75c2f25d8de69bdec81dcb4bd22fa897307276bce507ab68b86ba78ef49e23dd,45686,downloaded,
vdcr_v1_000065,vdcr_000065,vdcr_commons_mr18_000001,release/media/videos/vdcr_v1_000065.webm,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000001.ogv,https://commons.wikimedia.org/wiki/File:Marangoni-effect-visualized-in-two-dimensions-Optical-tweezers-for-gas-bubbles-srep34787-s6.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/91/Marangoni-effect-visualized-in-two-dimensions-Optical-tweezers-for-gas-bubbles-srep34787-s6.ogv/Marangoni-effect-visualized-in-two-dimensions-Optical-tweezers-for-gas-bubbles-srep34787-s6.ogv.360p.webm,CC BY 4.0 Commons/Scientific Reports supplementary video,false,,,,49e7539221769fda4bfd7170837fb7a3c90a639cf9aaaba364cb89c153ac0fcb,366349,downloaded,
vdcr_v1_000066,vdcr_000066,vdcr_commons_mr18_000003,release/media/videos/vdcr_v1_000066.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr18_000003_seg_000000_024000_crop_clean.webm,https://web.mit.edu/nnf/research/phenomena/rodclimbing.html,https://web.mit.edu/nnf/research/phenomena/rod_climbing.avi,MIT educational source; final release license/permission audit required,true,0.0,24.0,seg_000000_024000_crop_clean,252ecd5abf839d1ba2b38434f3db757a3cc0d25b8dab8f3b6b40d5adb328ab67,444028,existing_release,
vdcr_v1_000067,vdcr_000067,vdcr_commons_mr18_000004,release/media/videos/vdcr_v1_000067.webm,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000004.ogv,https://commons.wikimedia.org/wiki/File:Plazmoliz_and_deplazmoliz.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/79/Plazmoliz_and_deplazmoliz.ogv/Plazmoliz_and_deplazmoliz.ogv.360p.webm,CC BY-SA 4.0 Commons onion epidermal timelapse,false,,,,e32a021ff4017e6da12c8f265307b3094288004add391c04605d5a4fce02fa82,1337658,downloaded,
vdcr_v1_000068,vdcr_000068,vdcr_commons_mr18_000005,release/media/videos/vdcr_v1_000068.mp4,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000005.mp4,https://developers.google.com/earth-engine/timelapse/videos#kosi-river-bihar-india,https://storage.googleapis.com/earthengine-timelapse/2023/curated/mp4/src/kosi-river-bihar-india.mp4,CC BY 4.0 no-label Earth Timelapse video; attribution required,false,,,,c00f630a10867eb100ef494a63ea5637356d115f755e99544944ca1a63c4ae6c,57092207,existing_release,
vdcr_v1_000069,vdcr_000069,vdcr_commons_mr19_000005,release/media/videos/vdcr_v1_000069.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,https://commons.wikimedia.org/wiki/File:Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/48/Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv/Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv.360p.webm,CC BY 4.0 Commons/Scientific Reports supplementary movie,true,0.0,3.333,seg_000000_003333_crop_clean,24890ea1f9bde9908ab7f6440650c8bdf5a2a598ecb82e7413c41be885210383,329606,rebuilt_segment,
vdcr_v1_000070,vdcr_000070,vdcr_commons_mr19_000006,release/media/videos/vdcr_v1_000070.webm,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000006.webm,https://commons.wikimedia.org/wiki/File:Potassium_permanganate_-_KMnO4_-_crystallization_of_aqueous_solution.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/56/Potassium_permanganate_-_KMnO4_-_crystallization_of_aqueous_solution.webm/Potassium_permanganate_-_KMnO4_-_crystallization_of_aqueous_solution.webm.360p.webm,CC BY-SA 4.0 Commons crystallization video,false,,,,17d41aa1a94cbbc14cd64441a4097736124e6d1bb42fea9e7123a02b73c06d1c,1674932,downloaded,
vdcr_v1_000071,vdcr_000071,vdcr_commons_mr19_000007,release/media/videos/vdcr_v1_000071.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean.webm,https://commons.wikimedia.org/wiki/File:Reed-Sternberg-Cells-Form-by-Abscission-Failure-in-the-Presence-of-Functional-Aurora-B-Kinase-pone.0124629.s006.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e7/Reed-Sternberg-Cells-Form-by-Abscission-Failure-in-the-Presence-of-Functional-Aurora-B-Kinase-pone.0124629.s006.ogv/Reed-Sternberg-Cells-Form-by-Abscission-Failure-in-the-Presence-of-Functional-Aurora-B-Kinase-pone.0124629.s006.ogv.360p.webm,CC BY 4.0 Commons/PLOS ONE DIC time-lapse,true,0.0,36.143,seg_000000_036143_crop_clean,bd1f8babe2c1d42d9a041c576e8b5cbe40419a2a37fc5e94ce0f6aa755138d2a,806126,rebuilt_segment,
vdcr_v1_000072,vdcr_000072,vdcr_commons_mr20_000001,release/media/videos/vdcr_v1_000072.gif,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000001.gif,https://commons.wikimedia.org/wiki/File:Magnus_effect.gif,https://upload.wikimedia.org/wikipedia/commons/b/b6/Magnus_effect.gif,CC BY-SA 4.0 Commons GIF,false,,,,927446d01334a1a3c18df11a88040aefff14256df171aa03532bff096c1e32ec,14379751,existing_release,
vdcr_v1_000073,vdcr_000073,vdcr_commons_mr20_000008,release/media/videos/vdcr_v1_000073.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean.webm,https://commons.wikimedia.org/wiki/File:Hydraulic-hydrogel-actuators-and-robots-optically-and-sonically-camouflaged-in-water-ncomms14230-s6.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/5f/Hydraulic-hydrogel-actuators-and-robots-optically-and-sonically-camouflaged-in-water-ncomms14230-s6.ogv/Hydraulic-hydrogel-actuators-and-robots-optically-and-sonically-camouflaged-in-water-ncomms14230-s6.ogv.360p.webm,CC BY 4.0 Commons/Nature Communications video,true,0.0,18.133,seg_000000_018133_crop_clean,600cbed70bb93513131517eebc23dcf011f67ddf6c6fa7d0b843bb8dbb874a08,102754,rebuilt_segment,
vdcr_v1_000074,vdcr_000074,vdcr_commons_mr20_000009,release/media/videos/vdcr_v1_000074.webm,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000009.ogv,https://commons.wikimedia.org/wiki/File:Membrane-Blebbing-Is-Required-for-Mesenchymal-Precursor-Migration-pone.0150004.s007.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3f/Membrane-Blebbing-Is-Required-for-Mesenchymal-Precursor-Migration-pone.0150004.s007.ogv/Membrane-Blebbing-Is-Required-for-Mesenchymal-Precursor-Migration-pone.0150004.s007.ogv.360p.webm,CC BY 4.0 Commons/PLOS ONE video,false,,,,948f38c20335eae922c41ecfdb71c3f9efcb98f34a4a7759e9304b0ea859bac4,1442299,downloaded,
vdcr_v1_000075,vdcr_000075,vdcr_commons_mr20_000010,release/media/videos/vdcr_v1_000075.webm,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000010.ogv,https://commons.wikimedia.org/wiki/File:Upward-erosion.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4b/Upward-erosion.ogv/Upward-erosion.ogv.360p.webm,CC BY-SA 2.5 Commons video,false,,,,4735dde6e1e98b3c7855f5ac25377745783dc1f3d3a8b89fd26ff535bc886a90,1042436,downloaded,
vdcr_v1_000076,vdcr_000076,vdcr_commons_mr21_000001,release/media/videos/vdcr_v1_000076.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,https://commons.wikimedia.org/wiki/File:Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/91/Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv/Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv.360p.webm,CC BY 4.0 Commons/Nature Communications video,true,,,crop_clean,4d5127794645fe391a59b999f27e54af7b005079d9138a4c6891d1ea639f4bb7,5672238,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000077,vdcr_000077,vdcr_commons_mr21_000003,release/media/videos/vdcr_v1_000077.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000003_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0e/Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv/Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv.360p.webm,CC BY 4.0 Commons/Nature Communications video,true,,,metadata_clean,8ae925e63537d2b51f39e740f3d50cd4bddeb964e03b5dccffbc932c9e859fb2,2134169,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000078,vdcr_000078,vdcr_commons_mr21_000005,release/media/videos/vdcr_v1_000078.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000005_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e5/An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv/An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv.360p.webm,CC BY 2.5 Commons/PLOS Biology video,true,,,metadata_clean,3d934806bd50580de53df0da411ab39e5511c299a2a2ac719f85a1d7a346a186,126330,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000079,vdcr_000079,vdcr_commons_mr21_000008,release/media/videos/vdcr_v1_000079.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/51/Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm/Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm.360p.webm,PD-USGov/NASA and USGS source,true,,,metadata_clean,0d40b35552a042e971126ad39684de455282e08ebb789bf971255514ab562fbe,5953320,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000080,vdcr_000080,vdcr_commons_mr22_000001,release/media/videos/vdcr_v1_000080.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Watching_Tibetan_bowls_sing.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/54/Watching_Tibetan_bowls_sing.webm/Watching_Tibetan_bowls_sing.webm.360p.webm,CC BY 3.0 Commons video,true,,,metadata_clean,ba224dd19a5d5ab90460f4b7c2fc6d645099e26614b500f65fc17eddc8c43b73,2682933,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000081,vdcr_000081,vdcr_commons_mr22_000006,release/media/videos/vdcr_v1_000081.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000006_seg_015000_020000_clean.mp4,https://commons.wikimedia.org/wiki/File:Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3b/Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv/Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv.360p.webm,CC BY 3.0 Commons/PLOS ONE video,true,15.0,20.0,seg_015000_020000_clean,2863a1049f9a59db0dff83add5e78fe6d90f20ff5c4ce0389491e45de00eede3,70223,rebuilt_segment,
vdcr_v1_000082,vdcr_000082,vdcr_commons_mr23_000001,release/media/videos/vdcr_v1_000082.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000001_seg_002000_016000_crop_clean.mp4,https://commons.wikimedia.org/wiki/File:CH3NH3PbI3_crystal_growth.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/cf/CH3NH3PbI3_crystal_growth.webm/CH3NH3PbI3_crystal_growth.webm.360p.webm,verify_on_source_page,true,2.0,16.0,seg_002000_016000_crop_clean,486af9ac9b4bf3ee64c3e135eb2b5258ae98292b715b1b047b252a64e24e3934,710168,rebuilt_segment,
vdcr_v1_000083,vdcr_000083,vdcr_commons_mr23_000004,release/media/videos/vdcr_v1_000083.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000004_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/ae/A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv/A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv.360p.webm,CC BY 4.0 Commons/Nature Communications supplementary movie,true,,,metadata_clean,6c99c1575ffe67fe787240d4aed82beb42511701b517065012d370130d840aa6,2013165,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000084,vdcr_000084,vdcr_commons_mr24_000001,release/media/videos/vdcr_v1_000084.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000001_crop_clean.mp4,https://commons.wikimedia.org/wiki/File:Euler%E2%80%99s_disk.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b4/Euler%E2%80%99s_disk.webm/Euler%E2%80%99s_disk.webm.360p.webm,CC BY-SA 4.0 Commons own-work video,true,,,crop_clean,7f2ea4bdf84a2eacc01458e06789967bb1e06cdd43cd357e2c7e347910beb958,12382588,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000085,vdcr_000085,vdcr_commons_mr24_000002,release/media/videos/vdcr_v1_000085.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000002_crop_clean.mp4,https://commons.wikimedia.org/wiki/File:Enhancing-droplet-deposition-through-in-situ-precipitation-ncomms12560-s6.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/8a/Enhancing-droplet-deposition-through-in-situ-precipitation-ncomms12560-s6.ogv/Enhancing-droplet-deposition-through-in-situ-precipitation-ncomms12560-s6.ogv.360p.webm,Commons/Nature Communications supplementary movie; verify source page license,true,,,crop_clean,3b798ba2e0dd311020df20ed71a2cb9f052bd75e5aac3abea16c8f9975de31b4,3963339,downloaded_source_fallback,source fallback; processed derivative not available
vdcr_v1_000086,vdcr_000086,vdcr_commons_mr25_000001,release/media/videos/vdcr_v1_000086.webm,media/vdcr_segments_pilot_v1/vdcr_commons_mr25_000001_metadata_clean.mp4,https://commons.wikimedia.org/wiki/File:Cannonball_jellyfish_(Stomolophus_meleagris).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/6b/Cannonball_jellyfish_(Stomolophus_meleagris).webm/Cannonball_jellyfish_(Stomolophus_meleagris).webm.360p.webm,Commons/Flickr-reviewed free-license video; verify source page license,true,,,metadata_clean,0b2a2be5ef0db3ff33d781435d2d763653bc0825a5b4117afe2dc175d80322f4,2716091,downloaded_source_fallback,source fallback; processed derivative not available
