media_asset_id,video_id,candidate_id,answer,domain,file_path,source_file_path,original_local_media,source_url,license_or_usage_note,review_status,review_notes,release_processing_status,release_ready,sha256,bytes,status,error
vdcr_v2_000138,vdcr_v2_000024,vdcr_v2_round3_commons_000001,Soliton Propagation,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000138.mp4,media/vdcr_v2_targeted_round3_manual/vdcr_v2_round3_commons_000001.webm,media/vdcr_v2_targeted_round3_manual/vdcr_v2_round3_commons_000001.webm,https://commons.wikimedia.org/wiki/File:Two_soliton_overtake_collision.webm,wikimedia_commons_license_verify_on_page,pass_candidate,"Candidate must show localized solitary waves propagating and overtaking while retaining coherent identity, not only a static wave pattern. | triage_decision=pass_candidate; triage_notes=Simulation-style repeat candidate: the plotted localized pulse overtakes another pulse while retaining coherent soliton-like identity; no audio or answer-bearing in-frame text is present.",normalized_v2_mp4_noaudio,true,6ee29c5fb9c4d05379de57fdcf05f0e0e3046c75105ab5af3fbb707ccbb6954e,330636,normalized_noaudio_mp4,
vdcr_v2_000139,vdcr_v2_000025,vdcr_v2_round54_usgs_pahoehoe_breakout_roping_clean_noaudio,Pahoehoe Lava Roping,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000139.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round54_usgs_pahoehoe_breakout_roping_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round54_usgs_pahoehoe_breakout_roping_clean_noaudio.mp4,https://www.usgs.gov/media/videos/pahoehoe-breakout-0#clean-segment-noaudio,Public Domain,pass_candidate,"Clean derivative must show pāhoehoe lava lobes advancing and surface folds or crustal inflation developing over time, without relying on source title cards, logos, audio, or metadata. | triage_decision=pass_candidate; triage_notes=Clean derivative removes the USGS title card, bottom logo, audio, and metadata. The video shows pāhoehoe lava lobes advancing through the frame with visible crustal inflation and rope-like surface folds developing over time; no in-frame answer text remains. This is a second, independent video binding for Pahoehoe Lava Roping rather than a duplicate of the V1 archive segment.",normalized_v2_mp4_noaudio,true,575d8232a0f2072f2b3a0e0ffa47be72f64cf3bdac5ad56036b63b7ad5377cab,5086256,copied_noaudio_mp4,
vdcr_v2_000140,vdcr_v2_000026,vdcr_v2_round57_spherical_harmonic_water_drop_clean_noaudio,Standing-Wave Mode Formation,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000140.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round57_spherical_harmonic_water_drop_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round57_spherical_harmonic_water_drop_clean_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Spherical_harmonic_in_water_drop.ogv#clean-noaudio,CC BY-SA 3.0; clean derivative from own-work Wikimedia Commons source by Renan Cabrera and Denys Bondar,pass_candidate,"Clean derivative must show a levitated water drop's surface oscillating into visible normal/standing-wave modes over time without source-title, audio, or metadata leakage. | triage_decision=pass_candidate; triage_notes=Clean derivative removes audio and source metadata, trims the source to the first 35 seconds, and preserves a clear top-down view of a levitated water drop whose surface boundary and central protrusion change through visible normal/standing-wave modes. No in-frame title, source label, or answer-bearing text is visible. This is an independent third video binding for Standing-Wave Mode Formation, distinct from the existing antenna-field animation and tube-resonance derivative.",normalized_v2_mp4_noaudio,true,3bf4550f71c9071d56b08efc72069de921e42d935c427c8990830bb1b32dccca,1511935,copied_noaudio_mp4,
vdcr_v2_000141,vdcr_v2_000027,vdcr_v2_round65_karman_vortex_off_cylinder_clean_noaudio,Vortex Shedding / Karman Vortex Street,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000141.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round65_karman_vortex_off_cylinder_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round65_karman_vortex_off_cylinder_clean_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Karman_Vortex_Street_Off_Cylinder.ogv#clean-noaudio,CC BY-SA 3.0; own work by KTover2; clean derivative keeps original license terms,pass_candidate,"Candidate must show alternating vortices forming and shedding downstream of an obstacle, not a static wake pattern. | triage_decision=pass_candidate; triage_notes=Clean derivative strips metadata while preserving alternating vortex formation and shedding downstream of the cylinder.",normalized_v2_mp4_noaudio,true,2dff2093f6f65e18d4909cf988d02840dbfbec408fa23920d36893086343e5bc,4570768,copied_noaudio_mp4,
vdcr_v2_000142,vdcr_v2_000028,vdcr_v2_round6_hydraulic_jump_naramata_noaudio,Hydraulic Jump,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000142.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round6_hydraulic_jump_naramata_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round6_hydraulic_jump_naramata_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Hydraulic_jump_on_Naramatagawa_River%27s_stream.ogv#noaudio-clean,wikimedia_commons_license_verify_on_page,pass_candidate,"Clean derivative should show a natural stream hydraulic-jump transition from fast shallow flow to a turbulent deeper downstream zone without audio or metadata streams. | triage_decision=pass_candidate; triage_notes=Clean derivative shows a natural stream hydraulic-jump zone where fast shallow flow transitions into a turbulent aerated downstream region, with no audio, data stream, or visible answer/source text.",normalized_v2_mp4_noaudio,true,3c6f21a9839e3d071c8644e89dcdd5b2b86b694728858b8c827bff97121f6926,9406766,copied_noaudio_mp4,
vdcr_v2_000143,vdcr_v2_000029,vdcr_v2_round88_leidenfrost_webm_1080p_noaudio,Leidenfrost Droplet Motion,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000143.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round88_leidenfrost_webm_1080p_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round88_leidenfrost_webm_1080p_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Effet_Leidenfrost.webm#v2-round88-clean-1080p-noaudio,CC BY-SA 4.0,pass_candidate,"Clean 1080p no-audio derivative shows water droplets moving and persisting on a hot pan instead of wetting/boiling away immediately. | triage_decision=pass_candidate; triage_notes=Pass: clean 1080p no-audio derivative removes audio/location metadata while preserving water droplets skittering, merging, and persisting on a hot pan rather than wetting or boiling away immediately. The temporal droplet motion is necessary evidence for Leidenfrost Droplet Motion.",normalized_v2_mp4_noaudio,true,a308c6a28f09897520256b18b88800f7ce76cad731133b9c7940c8f140ddb247,10000704,copied_noaudio_mp4,
vdcr_v2_000144,vdcr_v2_000030,vdcr_v2_round91_kv_street_video2_crop_noaudio,Vortex Shedding / Karman Vortex Street,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000144.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round91_kv_street_video2_crop_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round91_kv_street_video2_crop_noaudio.mp4,https://commons.wikimedia.org/wiki/File:K-V_Street_Video_2.ogv#v2-round91-crop-noaudio,Public domain on Commons,pass_candidate,"Clean cropped derivative shows green dye forming an alternating downstream wake pattern over time; the temporal alternation is required to identify vortex shedding rather than a static wake. | triage_decision=pass_candidate; triage_notes=Pass: clean derivative removes the raw audio stream and crops away in-frame experiment text while preserving the green dye wake. The clip shows a temporally alternating downstream wake pattern, providing a third distinct video for Vortex Shedding / Karman Vortex Street.",normalized_v2_mp4_noaudio,true,bcc833376d019ea54277ff29547e948fcfb86a304cd887632475faad8f6a457e,668785,copied_noaudio_mp4,
vdcr_v2_000145,vdcr_v2_000031,vdcr_v2_round99_tibetan_bowl_faraday_noaudio,Faraday Waves,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000145.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round99_tibetan_bowl_faraday_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round99_tibetan_bowl_faraday_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Watching_Tibetan_bowls_sing.webm#v2-round99-clean-noaudio,CC BY 3.0 Commons video,pass_candidate,Clean derivative shows vibration-driven liquid surface ripples/wave patterns in a singing bowl with audio and metadata removed. | triage_decision=pass_candidate; triage_notes=Pass: clean derivative shows vibration-induced liquid surface ripples/wave patterns in the bowl. The concept is supported by temporal liquid-surface motion rather than audio or title metadata.,normalized_v2_mp4_noaudio,true,ab824347d8672ca9a45600be15ca6312da10504bf330453fcc0b0498218e0a7d,5155058,copied_noaudio_mp4,
vdcr_v2_000146,vdcr_v2_000032,curated_005008,Slab Avalanche Release,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000146.mp4,media/vdcr_v2_curated_earth/curated_005008.ogv,media/vdcr_v2_curated_earth/curated_005008.ogv,https://commons.wikimedia.org/wiki/File:AvalancheColDesDroites.ogv,wikimedia_commons_license_verify_on_page,pass_candidate,Candidate should show snow/ice avalanche release or propagation over time; reject if it is only a distant moving plume without release evidence. | triage_decision=pass_candidate; triage_notes=Sparse frames show a distinct snow/ice avalanche plume propagating downslope from a steep face; no audio stream and no readable answer/source text.,normalized_v2_mp4_noaudio,true,55130fe16c1af72ad5809ced668042ffdc10e968c134537c5489f486bb2f3f44,8247266,normalized_noaudio_mp4,
vdcr_v2_000147,vdcr_v2_000033,vdcr_v2_round81_supercell_nebraska_portrait,Supercell Mesocyclone Rotation,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000147.mp4,media/vdcr_v2_targeted_round81_manual/vdcr_v2_round81_supercell_nebraska_portrait.webm,media/vdcr_v2_targeted_round81_manual/vdcr_v2_round81_supercell_nebraska_portrait.webm,https://commons.wikimedia.org/wiki/File:Tornadic_Supercell_Erupts_in_Nebraska_(CIRA_2025-04-28_-_portrait).webm,Public Domain NOAA/CIRA,pass_candidate,"Candidate must show a rotating supercell/mesocyclone structure over time, not merely an expanding convective cloud or generic satellite storm growth. | triage_decision=pass_candidate; triage_notes=Pass: CIRA/NOAA no-label satellite video has no audio stream and no answer-bearing text. The sequence shows convective growth into a rotating supercell with hook-like spiral cloud structure and evolving overshooting-top/mesocyclone texture, distinct from the Oklahoma source and suitable as the third capped video for Supercell Mesocyclone Rotation.",normalized_v2_mp4_noaudio,true,73154814da76da472d10663bd51f34e93df321fcb0ba2391bc69881f36b37426,8277233,normalized_noaudio_mp4,
vdcr_v2_000148,vdcr_v2_000034,vdcr_v2_round81_supercell_oklahoma_portrait,Supercell Mesocyclone Rotation,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000148.mp4,media/vdcr_v2_targeted_round81_manual/vdcr_v2_round81_supercell_oklahoma_portrait.webm,media/vdcr_v2_targeted_round81_manual/vdcr_v2_round81_supercell_oklahoma_portrait.webm,https://commons.wikimedia.org/wiki/File:Powerful_Supercell_Marches_Across_Oklahoma_(CIRA_2024-05-20_-_portrait).webm,Public Domain NOAA/CIRA,pass_candidate,"Candidate must show a rotating supercell/mesocyclone structure over time, not merely an expanding convective cloud or generic satellite storm growth. | triage_decision=pass_candidate; triage_notes=Pass: CIRA/NOAA no-label satellite video has no audio stream and no answer-bearing text. The temporally ordered frames show a supercell translating while a compact spiral/mesocyclone-like structure and flanking cloud bands rotate and evolve, providing a strong second visual binding for Supercell Mesocyclone Rotation.",normalized_v2_mp4_noaudio,true,05eeadeb369ae287ed59bfe35da5c567bae414fe53303d5a92520e62293888df,5651841,normalized_noaudio_mp4,
vdcr_v2_000149,vdcr_v2_000035,curated_004004_seg_008000_055000_noaudio,Chladni Pattern Formation,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000149.mp4,media/vdcr_v2_segments_from_revise/curated_004004_seg_008000_055000_noaudio.mp4,media/vdcr_v2_segments_from_revise/curated_004004_seg_008000_055000_noaudio.mp4,"https://commons.wikimedia.org/wiki/File:Controlling-the-motion-of-multiple-objects-on-a-Chladni-plate-ncomms12764-s7.ogv#t=8,55",CC BY 4.0 verify_on_page,pass_candidate,Segment removes the opening answer-bearing title card and preserves particle migration/reorganization on the vibrating plate. | triage_decision=pass_candidate; triage_notes=Clean no-audio segment removes the answer-bearing opening title card and retains visible particle migration/trail reorganization without concept text leakage.,normalized_v2_mp4_noaudio,true,77fa3588d8474980bb83771f5e0403ee3fde7fb0d0408652c9d198f26d1f2137,524446,copied_noaudio_mp4,
vdcr_v2_000150,vdcr_v2_000036,curated_005001,Ice Cliff Calving,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000150.mp4,media/vdcr_v2_curated_earth/curated_005001.webm,media/vdcr_v2_curated_earth/curated_005001.webm,https://commons.wikimedia.org/wiki/File:040_Eqi_glacier_calving_filmed_in_slow_motion_(Greenland)_Video_by_Giles_Laurent.webm,CC BY-SA 4.0 verify_on_page,pass_candidate,"Candidate should show an ice cliff destabilizing and detaching into the water, not merely a static glacier face. | triage_decision=pass_candidate; triage_notes=sparse frames show glacier/ice cliff detachment and collapse into water with splash plume; no obvious text leakage",normalized_v2_mp4_noaudio,true,d5dfd370efb28870ceae06810a37205d6f3c27b7b78300a42e01180b38254760,43010605,normalized_noaudio_mp4,
vdcr_v2_000151,vdcr_v2_000037,curated_005003_seg_002000_011000_noaudio,Rockfall Fragmentation Cascade,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000151.mp4,media/vdcr_v2_earth_segments/curated_005003_seg_002000_011000_noaudio.webm,media/vdcr_v2_earth_segments/curated_005003_seg_002000_011000_noaudio.webm,"https://commons.wikimedia.org/wiki/File:Horizontal_Video_of_Rockfall_at_Lower_Calf_Creek_Falls_(54611886078).webm#t=2,11",public_domain_blm_verify_on_page,pass_candidate,Segment removes safety-title cards and preserves boulder detachment/fall/impact dust from the rockfall sequence. | triage_decision=pass_candidate; triage_notes=Clean no-audio segment shows rock detachment/fall/impact dust without answer-bearing text; use this segment rather than the original file.,normalized_v2_mp4_noaudio,true,586d654aee50ed92c2e94d33852a85a319a35436a7e2ad099016f78bb66bdddf,4599709,normalized_noaudio_mp4,
vdcr_v2_000152,vdcr_v2_000038,vdcr_v2_chladni_repeat_000001_noaudio,Chladni Pattern Formation,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000152.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_chladni_repeat_000001_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_chladni_repeat_000001_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Prato_de_Chladni_01.webm#noaudio,wikimedia_commons_license_verify_on_page,pass_candidate,Clean derivative must show loose particles migrating and concentrating into Chladni nodal-line patterns over time. | triage_decision=pass_candidate; triage_notes=Clean no-audio derivative shows loose particles reorganizing into nodal-line patterns on a vibrating plate; this is a visually distinct second realization for the Chladni Pattern Formation concept.,normalized_v2_mp4_noaudio,true,b4d153e416b064f0a826dda1390ae3f5bcdb7628a1eac31dbfbdfb8ff9c9b2f3,8163540,copied_noaudio_mp4,
vdcr_v2_000153,vdcr_v2_000039,vdcr_v2_commons_acoustic_000001,Acoustic Levitation Node Trapping,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000153.mp4,media/vdcr_v2_next_commons_acoustic/vdcr_v2_commons_acoustic_000001.webm,media/vdcr_v2_next_commons_acoustic/vdcr_v2_commons_acoustic_000001.webm,https://commons.wikimedia.org/wiki/File:Acoustic_Levitation.ogv,PD-US-DOE,pass_candidate,Candidate should show droplets or small objects becoming trapped at acoustic nodes rather than a static floating object or explanatory diagram. | triage_decision=pass_candidate; triage_notes=Segment from 4-45s shows droplets held and positioned at acoustic nodes with no answer-bearing text; use mid-section rather than intro/outro.,normalized_v2_mp4_noaudio,true,dad4c4636be1cafd446c130ee371f9fae04ae7d788f5581f7e4caa41aa213956,1620557,normalized_noaudio_mp4,
vdcr_v2_000154,vdcr_v2_000040,vdcr_v2_commons_beach_000001,Beach Swash-Backwash Cycle,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000154.mp4,media/vdcr_v2_next_commons_beach/vdcr_v2_commons_beach_000001.webm,media/vdcr_v2_next_commons_beach/vdcr_v2_commons_beach_000001.webm,https://commons.wikimedia.org/wiki/File:P%C3%A1jara_-_Morro_Jable_-_Playa_del_Matorral_(0)_05.ogv,CC-BY-SA-3.0,pass_candidate,Candidate should show wave runup followed by return backwash flow over the beach face rather than only offshore breaking surf. | triage_decision=pass_candidate; triage_notes=Beach clip shows repeated breaker runup thin swash sheet and retreat over the beach face with no answer-bearing text.,normalized_v2_mp4_noaudio,true,bb1a0517bb47e7cfa688720ff12ab3951da6261dd25c7f255fc838a020d84c94,1047567,normalized_noaudio_mp4,
vdcr_v2_000155,vdcr_v2_000041,vdcr_v2_commons_convection_000001_seg_040000_110000_noaudio,Natural Convection Plume,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000155.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_convection_000001_seg_040000_110000_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_convection_000001_seg_040000_110000_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Convection_currents_in_a_beaker_of_water.webm#t=40.0,CC-BY-3.0 reviewed,pass_candidate,Clean derivative must show dyed fluid rising and circulating as a thermally driven natural convection plume without relying on subtitle text or audio. | triage_decision=pass_candidate; triage_notes=Clean no-audio segment removes the early subtitle and shows pink dye rising and circulating from the heated region as a natural convection plume; no readable answer/source text.,normalized_v2_mp4_noaudio,true,06e0b0eaf01e3b972a7e8f5d6f1ed50b31822763e6d79b43edde5380f54b2577,2469240,copied_noaudio_mp4,
vdcr_v2_000156,vdcr_v2_000042,vdcr_v2_commons_convection_000002_crop_tube_noaudio,Natural Convection Plume,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000156.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_convection_000002_crop_tube_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_convection_000002_crop_tube_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Convection_currents_in_a_glass_tube.webm#crop-clean,CC-BY-3.0 reviewed,pass_candidate,Clean derivative should show purple tracer rising and circulating through the heated glass tube as a natural convection plume rather than static colored water. | triage_decision=pass_candidate; triage_notes=Clean no-audio crop keeps the glass tube and heat source while showing purple tracer rising on one side and completing a circulation path; no readable answer/source text remains. This is an independent tube-apparatus video distinct from the existing beaker-convection sample.,normalized_v2_mp4_noaudio,true,2b806bd013e3211612524c842dd4868e8a1ddd2e6491e0c9206b0d1bbf597da3,2838155,copied_noaudio_mp4,
vdcr_v2_000157,vdcr_v2_000043,vdcr_v2_commons_lenticular_cloud_000001_noaudio,Lenticular Cloud Formation,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000157.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_lenticular_cloud_000001_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_lenticular_cloud_000001_noaudio.mp4,"https://commons.wikimedia.org/wiki/File:Lenticular_cloud_over_Longs_Peak,_Colorado_(time_lapse).ogv#clean-noaudio",CC0-1.0,pass_candidate,"Clean derivative must show a stationary lens cloud growing, decaying, or visibly flowing through a mountain-wave setting without relying on source title or metadata. | triage_decision=pass_candidate; triage_notes=Clean no-audio metadata-stripped MP4 shows a lens-shaped cloud anchored over mountainous terrain while its boundary and thickness evolve across the time lapse; no in-frame answer/source text, and a single frame would not establish the formation/flow-through dynamics.",normalized_v2_mp4_noaudio,true,04ae9a16c2cf23ede01a7f6868474db09bc49495cd610127c2ada01e95907476,1634461,copied_noaudio_mp4,
vdcr_v2_000158,vdcr_v2_000044,vdcr_v2_commons_lenticular_cloud_000002_noaudio,Lenticular Cloud Formation,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000158.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_lenticular_cloud_000002_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_commons_lenticular_cloud_000002_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Time-lapse_recording_of_a_lenticular_cloud.webm#clean-noaudio,CC-BY-4.0,pass_candidate,"Clean derivative must show a second, visually distinct lenticular cloud sequence with cloud-edge reshaping or flow-through over terrain; it must not duplicate the first Longs Peak view. | triage_decision=pass_candidate; triage_notes=Clean no-audio MP4 shows a second visually distinct lenticular cloud sequence above terrain, with the cloud edge and thickness reshaping across time; no in-frame answer/source text, and the tree-line valley view is not a near-duplicate of the Longs Peak sample.",normalized_v2_mp4_noaudio,true,f07f6b48e595a3387744077acc5696b3a5c55a758907bdcdd2bc04aba60ee526,5994225,copied_noaudio_mp4,
vdcr_v2_000159,vdcr_v2_000045,vdcr_v2_dvids_overwash_000001_seg_215000_221000_noaudio,Wave Overtopping,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000159.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_dvids_overwash_000001_seg_215000_221000_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_dvids_overwash_000001_seg_215000_221000_noaudio.mp4,https://www.dvidshub.net/video/300519/overwash-testing#t=215.0,Public Domain,pass_candidate,"Clean derivative must show wave runup crossing a dune, barrier, or structure with overwash sequence over time, not static spray or interview B-roll. | triage_decision=pass_candidate; triage_notes=Clean no-audio flume segment shows wave runup overtopping/overwashing a model barrier and green terrain; no visible answer/source text.",normalized_v2_mp4_noaudio,true,d91b9a5ad2d7eac334c9181e8604048f36cb967fca145c95fe3eb9d3140808be,217806,copied_noaudio_mp4,
vdcr_v2_000160,vdcr_v2_000046,vdcr_v2_dvids_overwash_000001_seg_226000_232000_noaudio,Wave Overtopping,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000160.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_dvids_overwash_000001_seg_226000_232000_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_dvids_overwash_000001_seg_226000_232000_noaudio.mp4,https://www.dvidshub.net/video/300519/overwash-testing#t=226.0,Public Domain,pass_candidate,"Clean derivative must show wave runup crossing a dune, barrier, or structure with overwash sequence over time, not static spray or interview B-roll. | triage_decision=pass_candidate; triage_notes=Clean no-audio side-view segment shows water overtopping a model barrier and spilling down the landward side over time; no visible answer/source text.",normalized_v2_mp4_noaudio,true,25cd815a33fbadf80c417fbaa451ca392268472f685042711e0136a5780d017f,437966,copied_noaudio_mp4,
vdcr_v2_000161,vdcr_v2_000047,vdcr_v2_round14_double_pendulum_animation_noaudio,Double Pendulum Chaos,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000161.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round14_double_pendulum_animation_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round14_double_pendulum_animation_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Double_Pendulum_Animation.webm#metadata-clean,CC BY-SA 4.0; audio and metadata stripped locally,pass_candidate,Clean derivative shows three nearby-initial-condition double pendulum trajectories separating into non-repeating paths; the changing paths are necessary to identify the concept. | triage_decision=pass_candidate; triage_notes=Clean derivative shows three simulated double pendula with nearby initial conditions diverging into non-repeating paths; no audio or source/title metadata remains.,normalized_v2_mp4_noaudio,true,0027f5121dce89d7675f37e9fedd217785fdcfe10919ce1d5a588c6f7008bdbe,3062411,copied_noaudio_mp4,
vdcr_v2_000162,vdcr_v2_000048,vdcr_v2_round17_orographic_andes_clean_noaudio,Orographic Cloud Formation,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000162.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round17_orographic_andes_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round17_orographic_andes_clean_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Orographic_cirrus_forced_by_the_Andes_(CIRA_2019-08-15).webm#clean-noaudio,Public domain NOAA,pass_candidate,"Clean derivative must show airflow-forced cloud forming or streaming over mountainous terrain, not merely a static cloud cap. | triage_decision=pass_candidate; triage_notes=Clean no-audio cropped MP4 removes the timestamp strip while preserving the satellite sequence of clouds forming and streaming along the Andes terrain; no answer-bearing title or source text is visible.",normalized_v2_mp4_noaudio,true,42dda59e362312d2a1492cd52d0a1803b2cbe63d4e76c1bab9b7a83bb4f0a63b,2812327,copied_noaudio_mp4,
vdcr_v2_000163,vdcr_v2_000049,vdcr_v2_round19_gust_front_gulf_nolabels_clean_noaudio,Gust Front Propagation,earth_environmental_systems,release/media/videos_v2_mp4/vdcr_v2_000163.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round19_gust_front_gulf_nolabels_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round19_gust_front_gulf_nolabels_clean_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Gust_Front_Expands_From_Storms_Over_the_Gulf_of_Mexico_(CIRA_2024-04-29_-_nolabels).webm#clean-cropped,Public domain NOAA,pass_candidate,"Clean derivative must show an outflow/gust-front boundary spreading outward from storms over time, not merely a static storm cloud field. | triage_decision=pass_candidate; triage_notes=Clean cropped MP4 removes the source watermark while preserving the satellite sequence of a gust-front/outflow boundary spreading outward from Gulf thunderstorms; no answer-bearing title/source text is visible.",normalized_v2_mp4_noaudio,true,a54e1dbfe9e50bcaeece70ffc50c1a1dbdf6633f9792693904d499582edcd9e7,9281193,copied_noaudio_mp4,
vdcr_v2_000164,vdcr_v2_000050,vdcr_v2_round23_sandpile_4_clean_noaudio,Granular Surface Avalanche,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000164.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round23_sandpile_4_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round23_sandpile_4_clean_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Sandpile_Matemateca_(4).webm#clean-noaudio,CC BY-SA 4.0 verify_on_page,pass_candidate,"Clean derivative must show a visually distinct granular surface avalanche sequence without source text, title metadata, or audio. | triage_decision=pass_candidate; triage_notes=Clean no-audio MP4 shows a second sandpile geometry with continuing pour-driven surface avalanching and slope readjustment; no readable source, title, or answer-bearing text is visible.",normalized_v2_mp4_noaudio,true,b4f18dd130ef17e0a9d68272832425f03c033de39045fd2883e6b41ff0d4c2cf,2469807,copied_noaudio_mp4,
vdcr_v2_000165,vdcr_v2_000051,vdcr_v2_round23_sandpile_5_clean_noaudio,Granular Surface Avalanche,physics_physical_systems,release/media/videos_v2_mp4/vdcr_v2_000165.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round23_sandpile_5_clean_noaudio.mp4,media/vdcr_v2_clean_derivatives/vdcr_v2_round23_sandpile_5_clean_noaudio.mp4,https://commons.wikimedia.org/wiki/File:Sandpile_Matemateca_(5).webm#clean-noaudio,CC BY-SA 4.0 verify_on_page,pass_candidate,"Clean derivative must show granular material building to a critical slope and avalanching down the pile surface over time without source text, title metadata, or audio. | triage_decision=pass_candidate; triage_notes=Clean no-audio MP4 shows sand accumulating on a rectangular pile and repeatedly sliding down the surface after local oversteepening; no readable source, title, or answer-bearing text is visible.",normalized_v2_mp4_noaudio,true,0277b713417d5c8e9d87df03e680718d8504ceb1bfb0fbac22752ac9a5353072,2544334,copied_noaudio_mp4,
