video_id,split,domain,subdomain,concept_id,answer,local_media,duration_sec,source_url,license_or_usage_note,concept_validity_tier,production_gate
vdcr_000069,pilot,physics_physical_systems,physics_family_01,vdcr_concept_0007,Taylor-Couette Vortices,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,3.334,https://commons.wikimedia.org/wiki/File:Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv,CC BY 4.0 Commons/Scientific Reports supplementary movie,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000070,pilot,chemistry_materials_change,materials_family_02,vdcr_concept_0068,Crystallization Front Propagation,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000006.webm,25.73,https://commons.wikimedia.org/wiki/File:Potassium_permanganate_-_KMnO4_-_crystallization_of_aqueous_solution.webm,CC BY-SA 4.0 Commons crystallization video,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000071,pilot,biology_living_systems,biology_family_05,vdcr_concept_0155,Cytokinetic Furrow Ingression,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean.webm,36.143,https://commons.wikimedia.org/wiki/File:Reed-Sternberg-Cells-Form-by-Abscission-Failure-in-the-Presence-of-Functional-Aurora-B-Kinase-pone.0124629.s006.ogv,CC BY 4.0 Commons/PLOS ONE DIC time-lapse,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000072,pilot,physics_physical_systems,physics_family_01,vdcr_concept_0001,Magnus Effect,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000001.gif,10.1,https://commons.wikimedia.org/wiki/File:Magnus_effect.gif,CC BY-SA 4.0 Commons GIF,strict_main_candidate,must_show_object_spin_curved_trajectory_and_fluid_deflection_or_lift_effect_not_just_ball_motion
vdcr_000073,pilot,chemistry_materials_change,materials_family_09,vdcr_concept_0104,Osmotic Gel Swelling Dynamics,media/vdcr_segments_pilot_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean.webm,18.133,https://commons.wikimedia.org/wiki/File:Hydraulic-hydrogel-actuators-and-robots-optically-and-sonically-camouflaged-in-water-ncomms14230-s6.ogv,CC BY 4.0 Commons/Nature Communications video,strict_main_candidate,must_show_osmotic_or_solvent_driven_volume_increase_over_time
vdcr_000074,pilot,biology_living_systems,biology_family_07,vdcr_concept_0173,Membrane Blebbing,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000009.ogv,40.0,https://commons.wikimedia.org/wiki/File:Membrane-Blebbing-Is-Required-for-Mesenchymal-Precursor-Migration-pone.0150004.s007.ogv,CC BY 4.0 Commons/PLOS ONE video,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000075,pilot,earth_environmental_systems,earth_family_09,vdcr_concept_0241,Headward Erosion,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000010.ogv,15.942,https://commons.wikimedia.org/wiki/File:Upward-erosion.ogv,CC BY-SA 2.5 Commons video,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000076,pilot,physics_physical_systems,physics_family_08,vdcr_concept_0058,Thermocapillary Convection,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,88.6,https://commons.wikimedia.org/wiki/File:Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv,CC BY 4.0 Commons/Nature Communications video,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000077,pilot,chemistry_materials_change,materials_family_05,vdcr_concept_0082,Evaporation-Induced Deposition Front,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000003_metadata_clean.mp4,33.967,https://commons.wikimedia.org/wiki/File:Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv,CC BY 4.0 Commons/Nature Communications video,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000078,pilot,biology_living_systems,biology_family_07,vdcr_concept_0169,Actin Wave,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000005_metadata_clean.mp4,7.833,https://commons.wikimedia.org/wiki/File:An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv,CC BY 2.5 Commons/PLOS Biology video,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000079,pilot,earth_environmental_systems,earth_family_02,vdcr_concept_0199,Braided Channel Migration,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,47.967,https://commons.wikimedia.org/wiki/File:Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm,PD-USGov/NASA and USGS source,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000080,pilot,physics_physical_systems,physics_family_03,vdcr_concept_0019,Faraday Waves,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,39.44,https://commons.wikimedia.org/wiki/File:Watching_Tibetan_bowls_sing.webm,CC BY 3.0 Commons video,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000081,pilot,biology_living_systems,biology_family_01,vdcr_concept_0108,C-Start Escape Response,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000006_seg_015000_020000_clean.mp4,5.0,https://commons.wikimedia.org/wiki/File:Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv,CC BY 3.0 Commons/PLOS ONE video,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000082,pilot,chemistry_materials_change,materials_family_02,vdcr_concept_0065,Crystal Nucleation-and-Growth Dynamics,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000001_seg_002000_016000_crop_clean.mp4,14.0,https://commons.wikimedia.org/wiki/File:CH3NH3PbI3_crystal_growth.webm,verify_on_source_page,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000083,pilot,earth_environmental_systems,earth_family_02,vdcr_concept_0204,Internal Wave Propagation,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000004_metadata_clean.mp4,31.6,https://commons.wikimedia.org/wiki/File:A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv,CC BY 4.0 Commons/Nature Communications supplementary movie,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000084,pilot,physics_physical_systems,physics_family_04,vdcr_concept_0026,Euler's Disk Motion,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000001_crop_clean.mp4,98.599,https://commons.wikimedia.org/wiki/File:Euler%E2%80%99s_disk.webm,CC BY-SA 4.0 Commons own-work video,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000085,pilot,chemistry_materials_change,materials_family_04,vdcr_concept_0077,Reaction-Precipitation Front Propagation,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000002_crop_clean.mp4,66.4,https://commons.wikimedia.org/wiki/File:Enhancing-droplet-deposition-through-in-situ-precipitation-ncomms12560-s6.ogv,Commons/Nature Communications supplementary movie; verify source page license,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000086,pilot,biology_living_systems,biology_family_01,vdcr_concept_0109,Medusan Jet Propulsion by Bell Contraction,media/vdcr_segments_pilot_v1/vdcr_commons_mr25_000001_metadata_clean.mp4,38.071,https://commons.wikimedia.org/wiki/File:Cannonball_jellyfish_(Stomolophus_meleagris).webm,Commons/Flickr-reviewed free-license video; verify source page license,strict_main_candidate,must_show_bell_contraction_water_expelled_or_implied_reaction_and_forward_motion_sequence
vdcr_000087,pilot,earth_environmental_systems,earth_family_08,vdcr_concept_0237,Rip Current Formation,media/vdcr_segments_pilot_v1/vdcr_commons_mr26_000004_seg_066000_078000_clean.mp4,12.04,https://commons.wikimedia.org/wiki/File:Brandungsr%C3%BCckstrom_%28Entstehung%29.webm,Commons CC0 own-work rip-current formation video,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000088,pilot,physics_physical_systems,physics_family_08,vdcr_concept_0055,Rayleigh-Benard Convection,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000002_metadata_clean.mp4,26.967,https://commons.wikimedia.org/wiki/File:B%C3%A9nard_cells_convection.ogv,verify_on_source_page,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000089,pilot,chemistry_materials_change,materials_family_04,vdcr_concept_0079,Reaction-Diffusion Wave,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000004_metadata_clean.mp4,18.2,https://commons.wikimedia.org/wiki/File:Reaction-Diffusion.gif,verify_on_source_page,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000090,pilot,biology_living_systems,biology_family_05,vdcr_concept_0156,Neutrophil Chemotaxis,media/vdcr_segments_pilot_v1/vdcr_commons_mr28_000002_metadata_clean.mp4,11.333,https://commons.wikimedia.org/wiki/File:A-Worldwide-Competition-to-Compare-the-Speed-and-Chemotactic-Accuracy-of-Neutrophil-Like-Cells-pone.0154491.s004.ogv,verify_on_source_page,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000091,pilot,earth_environmental_systems,earth_family_01,vdcr_concept_0190,Downburst / Microburst Outflow,media/vdcr_segments_pilot_v1/vdcr_commons_mr29_000001_metadata_clean.mp4,29.8,https://commons.wikimedia.org/wiki/File:Downburst_Piracicaba_2025.webm,verify_on_source_page,core_main,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000092,pilot,physics_physical_systems,physics_family_01,vdcr_concept_0006,Saffman-Taylor Viscous Fingering,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000001_metadata_clean.mp4,8.0,https://commons.wikimedia.org/wiki/File:Plein_de_bulles_entier_grand.gif,verify_on_source_page,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000093,pilot,earth_environmental_systems,earth_family_09,vdcr_concept_0240,Gully Headcut Retreat,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000003_metadata_clean.mp4,15.916,https://commons.wikimedia.org/wiki/File:Upward-erosion.ogv,verify_on_source_page,core_main,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000094,pilot,chemistry_materials_change,materials_family_06,vdcr_concept_0246,Freeze-Induced Phase Separation,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000005_seg_002000_21143_clean.mp4,19.052,https://commons.wikimedia.org/wiki/File:Visualization-data-on-the-freezing-process-of-micrometer-scaled-aqueous-citric-acid-drops-mmc6.ogv,CC BY 4.0,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000095,pilot,physics_physical_systems,physics_family_08,vdcr_concept_0056,Boiling Bubble Nucleation and Departure,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000001_metadata_clean.mp4,13.867,https://commons.wikimedia.org/wiki/File:Bubble0g.ogv,PD NASA,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000096,pilot,biology_living_systems,biology_family_08,vdcr_concept_0174,Early Embryonic Cleavage Sequence,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000004_metadata_clean.mp4,11.9,https://commons.wikimedia.org/wiki/File:Highly-Asynchronous-and-Asymmetric-Cleavage-Divisions-Accompany-Early-Transcriptional-Activity-in-pone.0021741.s019.ogv,CC BY 2.5,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000097,pilot,chemistry_materials_change,materials_family_06,vdcr_concept_0085,Coalescence-Driven Coarsening,media/vdcr_segments_pilot_v1/vdcr_commons_mr33_000001_seg_007000_76732_clean.mp4,69.72,https://commons.wikimedia.org/wiki/File:A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s3.ogv,CC BY 4.0,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000098,pilot,physics_physical_systems,physics_family_03,vdcr_concept_0021,Coupled Pendulum Synchronization,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000001_seg_055000_126041_clean.mp4,70.933,https://commons.wikimedia.org/wiki/File:Wesphysdemo_-_Synchronized_Metronomes.webm,commons_license_verify_on_page,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000099,pilot,biology_living_systems,biology_family_10,vdcr_concept_0186,Bacterial Swarming Motility,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000005_metadata_clean.mp4,20.1,https://commons.wikimedia.org/wiki/File:Genome-sequence-of-the-pattern-forming-Paenibacillus-vortex-bacterium-reveals-potential-for-1471-2164-11-710-S2.ogv,CC BY 2.0 verify on page,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000100,pilot,earth_environmental_systems,earth_family_06,vdcr_concept_0226,Wind-Driven Fire-Front Propagation,media/vdcr_segments_pilot_v1/vdcr_commons_mr35_000001_crop_metadata_clean.mp4,19.519,https://commons.wikimedia.org/wiki/File:Explosive_Growth_of_the_Ranger_Road_Fire_(CIRA_2026-02-18_-_nolabels).webm,PD NOAA,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000101,pilot,physics_physical_systems,physics_family_05,vdcr_concept_0034,Inertia-Capillarity Droplet Rebound,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000001_crop_metadata_clean.mp4,10.0,https://commons.wikimedia.org/wiki/File:Superhydrophobic-like-tunable-droplet-bouncing-on-slippery-liquid-interfaces-ncomms8986-s5.ogv,CC BY 4.0 / Nature Communications OA,strict_main_candidate,must_show_impact_deformation_capillary_retraction_and_liftoff_sequence
vdcr_000102,pilot,biology_living_systems,biology_family_09,vdcr_concept_0182,Pollen Tube Chemotropic Growth,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000002_crop_metadata_clean.mp4,6.75,https://commons.wikimedia.org/wiki/File:Distinct-short-range-ovule-signals-attract-or-repel-Arabidopsis-thaliana-pollen-tubes-in-vitro-1471-2229-6-7-S2.ogv,CC BY 2.0 / BMC Plant Biology OA,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000103,pilot,biology_living_systems,biology_family_09,vdcr_concept_0183,Root Hair Tip Growth,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000003_crop_metadata_clean.mp4,15.25,https://commons.wikimedia.org/wiki/File:Overlapping-and-divergent-signaling-pathways-for-ARK1-and-AGD1-in-the-control-of-root-hair-polarity-Movie1.ogv,CC BY 4.0 / PLOS Genetics OA,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000104,pilot,earth_environmental_systems,earth_family_10,vdcr_concept_0247,Seismic Wave Propagation,media/vdcr_segments_pilot_v1/vdcr_commons_mr37_000001_crop_metadata_clean.mp4,75.1,https://commons.wikimedia.org/wiki/File:Lp1989plan_hires.webm,USGS/public-domain source; verify on Commons page,strict_main_candidate,must_show_wavefront_or_ground_motion_propagating_outward_over_time_not_only_static_map_or_epicenter_marker
vdcr_000105,pilot,physics_physical_systems,physics_family_09,vdcr_concept_0248,Stokes Flow Kinematic Reversibility,media/vdcr_segments_pilot_v1/vdcr_commons_mr38_000001_crop_metadata_clean.mp4,88.055,https://commons.wikimedia.org/wiki/File:Laminar_Flow_2.webm,CC BY 3.0; UNM Physics and Astronomy attribution; verify on Commons page,strict_main_candidate,must_show_forward_laminar_deformation_or_mixing_followed_by_reverse_motion_restoring_the_pattern_not_only_static_colored_fluid
vdcr_000106,pilot,chemistry_materials_change,materials_family_03,vdcr_concept_0075,Benedict Positive Reducing-Sugar Reaction,media/vdcr_segments_pilot_v1/vdcr_commons_mr40_000001_crop_metadata_clean.mp4,57.56,https://commons.wikimedia.org/wiki/File:117._%D0%91%D0%B5%D0%BD%D0%B5%D0%B4%D0%B8%D0%BA%D1%82%D0%BE%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm,CC BY-SA 4.0 Commons Wikiexperiments chemistry video; verify before release,strict_main_candidate,must_show_reagent_heating_and_progressive_color_or_precipitate_evolution_without_text_leakage
vdcr_000107,pilot,earth_environmental_systems,earth_family_02,vdcr_concept_0197,Cutbank Erosion / Point-Bar Deposition,media/vdcr_segments_pilot_v1/vdcr_commons_mr41_000001_crop_metadata_clean.mp4,55.9,https://commons.wikimedia.org/wiki/File:Padma_River_Time_Series_(1988-2018).webm,NASA/Landsat natural-color time series; public-domain/source license verify on Commons before release,strict_main_candidate,must_show_channel_boundary_retreat_and_opposite_bar_or_inner_bank_accretion_over_time_not_static_meander_geometry
vdcr_000108,pilot,physics_physical_systems,physics_family_05,vdcr_concept_0033,Worthington Jet,media/vdcr_segments_pilot_v1/vdcr_commons_mr42_000001_worthington_jet_clean.mp4,9.0,https://commons.wikimedia.org/wiki/File:MakingASplash.webm,CC BY-SA 4.0 on Commons; attribution/share-alike audit required before release,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000109,pilot,biology_living_systems,biology_family_10,vdcr_concept_0187,Biofilm Colony Expansion Dynamics,media/vdcr_segments_pilot_v1/vdcr_public_mr43_000002_biofilm_expansion_clean.mp4,8.25,https://nigms.nih.gov/image-gallery/3446,NIGMS/NIH gallery source; source and reuse terms require final release audit,strict_main_candidate,must_show_colony_front_expansion_or_collective_growth_dynamics_over_time
vdcr_000110,pilot,chemistry_materials_change,materials_family_08,vdcr_concept_0096,Electrodeposition Dendrite Growth,media/vdcr_segments_pilot_v1/vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean.mp4,30.8,https://pmc.ncbi.nlm.nih.gov/articles/PMC9013362/,CC BY 4.0 Scientific Reports supplementary material; final release should preserve article/video attribution,strict_main_candidate,must_show_branching_metal_dendrite_or_crystal_growth_from_an_electrode_over_time_not_only_existing_crystals
vdcr_000111,pilot,earth_environmental_systems,earth_family_07,vdcr_concept_0231,Dune Slip-Face Grain Avalanche,media/vdcr_segments_pilot_v1/vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean.mp4,7.107,https://home.nps.gov/media/video/view.htm?id=899DBB31-8EC7-42BA-A719-A880E58D823B,NPS credited public-domain source; final release should preserve NPS attribution and source URL,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000112,pilot,physics_physical_systems,physics_family_02,vdcr_concept_0010,Capillary Rise / Wicking,media/vdcr_segments_pilot_v1/vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean.mp4,19.0,https://www.usgs.gov/media/videos/capillary-action-and-water,USGS public domain video; final release should preserve USGS attribution and source URL,strict_main_candidate,must_show_liquid_or_wetting_front_rising_through_capillary_or_porous_path_over_time
vdcr_000113,pilot,biology_living_systems,biology_family_05,vdcr_concept_0154,Mitotic Chromosome Segregation,media/vdcr_segments_pilot_v1/vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean.mp4,76.667,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000053,CC BY 2.5 PLOS ONE supplementary movie; final release should preserve article/video attribution,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000114,pilot,physics_physical_systems,physics_family_05,vdcr_concept_0035,Droplet Spreading and Retraction,media/vdcr_segments_pilot_v1/vdcr_public_mr48_000001_droplet_spreading_retraction_clean.mp4,2.8,https://commons.wikimedia.org/wiki/File:Water-droplet-impact-on-elastic-superhydrophobic-surfaces-srep30328-s6.ogv,CC BY 4.0 Scientific Reports supplementary movie on Wikimedia Commons; final release should preserve article/video attribution,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000115,pilot,chemistry_materials_change,materials_family_07,vdcr_concept_0094,Flame Blowoff,media/vdcr_segments_pilot_v1/vdcr_public_mr49_000001_flame_blowoff_clean.mp4,3.5,https://commons.wikimedia.org/wiki/File:Webp.net-gifmaker_(1).gif,CC BY-SA 4.0 Wikimedia Commons self-published GIF by Estebandgj; final release should preserve source attribution and share-alike terms,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
